,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset,startSeed
0,0.38555,0.57585,0.58725,0.21075,0.06965,0.16435,0.43975000000000003,0.26595,0.90315,0.06915,0.7503500000000001,0.88675
1,0.06525,0.07685,0.59965,0.5196500000000001,0.8632500000000001,0.01865,0.31745,0.44555,0.26795,0.25795,0.30025,0.12705
2,0.51775,0.9800500000000001,0.40835,0.7696500000000001,0.14035,0.11215,0.84255,0.10775000000000001,0.9288500000000001,0.029150000000000002,0.8489500000000001,0.08035
3,0.9830500000000001,0.48175,0.48235,0.55975,0.70665,0.69015,0.44455,0.37925000000000003,0.61185,0.9678500000000001,0.05725,0.7715500000000001
4,0.9699500000000001,0.93855,0.94015,0.59635,0.47135000000000005,0.01175,0.25755,0.9086500000000001,0.016050000000000002,0.9315500000000001,0.14435,0.89515
5,0.7423500000000001,0.63085,0.8210500000000001,0.9639500000000001,0.12055,0.5740500000000001,0.26085,0.44665,0.48415,0.41625,0.7785500000000001,0.06484999999999999
6,0.29755,0.74075,0.6454500000000001,0.71935,0.67605,0.8087500000000001,0.47715,0.29225,0.75505,0.25175000000000003,0.31445,0.60035
7,0.7464500000000001,0.38765000000000005,0.20405,0.5799500000000001,0.62605,0.66095,0.87905,0.00665,0.22115,0.58855,0.36915000000000003,0.7766500000000001
8,0.6889500000000001,0.43475,0.38875000000000004,0.72165,0.53135,0.8551500000000001,0.92045,0.55955,0.41195000000000004,0.76695,0.93105,0.84995
9,0.44165000000000004,0.31375000000000003,0.9245500000000001,0.78835,0.69355,0.86055,0.73295,0.61305,0.42685,0.87305,0.50585,0.62625
10,0.95225,0.32835000000000003,0.61575,0.75505,0.9690500000000001,0.35725,0.77185,0.93445,0.19915,0.39965,0.38905,0.85175
11,0.39335000000000003,0.72235,0.25545,0.78135,0.87615,0.84235,0.18985000000000002,0.98295,0.12655,0.14895,0.7907500000000001,0.92205
12,0.5285500000000001,0.72855,0.5317500000000001,0.83155,0.23665000000000003,0.90915,0.73255,0.90005,0.66295,0.29785,0.18165,0.12915
13,0.02595,0.11705000000000002,0.44335,0.27635,0.14945,0.70445,0.6708500000000001,0.41395000000000004,0.65385,0.02005,0.26395,0.40905
14,0.23285,0.32045,0.42485,0.55915,0.6323500000000001,0.67325,0.16195,0.5085500000000001,0.62055,0.59265,0.32345,0.82565
15,0.69325,0.057150000000000006,0.9882500000000001,0.7522500000000001,0.13815,0.17795,0.5225500000000001,0.41665,0.37485,0.17295,0.12575,0.72545
16,0.5720500000000001,0.15395,0.48195000000000005,0.71325,0.55015,0.88195,0.8147500000000001,0.07765,0.00875,0.6292500000000001,0.52915,0.84545
17,0.7746500000000001,0.054650000000000004,0.42475,0.86605,0.50725,0.8448500000000001,0.023150000000000004,0.38765000000000005,0.9761500000000001,0.6153500000000001,0.9479500000000001,0.28205
18,0.22635,0.34625,0.06955,0.87685,0.8208500000000001,0.49525,0.29185,0.16105000000000003,0.55315,0.33605,0.60185,0.03365
19,0.13455,0.9698500000000001,0.54565,0.6686500000000001,0.23455,0.07175000000000001,0.49215000000000003,0.45525000000000004,0.88085,0.8220500000000001,0.8419500000000001,0.03165
20,0.47175,0.59435,0.91325,0.32155,0.59355,0.09095,0.97265,0.014150000000000001,0.61805,0.08905,0.5517500000000001,0.78405
21,0.73665,0.73345,0.01365,0.7965500000000001,0.88465,0.09485,0.11015,0.21285,0.14845000000000003,0.5417500000000001,0.75565,0.41635
22,0.23375,0.55405,0.04185,0.18385,0.89395,0.9903500000000001,0.9497500000000001,0.39515,0.71725,0.19835000000000003,0.21675,0.08545
23,0.58135,0.31845,0.75585,0.8189500000000001,0.72335,0.03545,0.17825000000000002,0.7996500000000001,0.66805,0.25925,0.54135,0.29675
24,0.00455,0.02245,0.58745,0.93805,0.91915,0.36665000000000003,0.59175,0.69745,0.09305,0.9559500000000001,0.69335,0.53685
25,0.13845000000000002,0.53445,0.8744500000000001,0.08825,0.26555,0.31975000000000003,0.38815,0.90215,0.10145000000000001,0.81945,0.49355000000000004,0.91245
26,0.86475,0.45695,0.14465,0.73765,0.53925,0.13405,0.58585,0.47045000000000003,0.64635,0.7323500000000001,0.46875,0.70855
27,0.82335,0.26315,0.93415,0.26105,0.24635,0.27045,0.04235,0.66425,0.7100500000000001,0.9739500000000001,0.15745,0.83735
28,0.66945,0.60865,0.42845,0.05525000000000001,0.51625,0.66535,0.19945000000000002,0.77295,0.33325000000000005,0.05185000000000001,0.53735,0.95865
29,0.13995000000000002,0.13095,0.62395,0.8348500000000001,0.7956500000000001,0.65985,0.15535,0.9074500000000001,0.48535,0.64835,0.40145000000000003,0.7321500000000001
30,0.77595,0.55025,0.66825,0.62715,0.80835,0.60745,0.26045,0.46875,0.48465,0.95435,0.16645000000000001,0.63025
31,0.5890500000000001,0.57475,0.88865,0.98055,0.91415,0.06945000000000001,0.57115,0.15115,0.13655,0.9760500000000001,0.5821500000000001,0.44905
32,0.21335,0.6697500000000001,0.68225,0.77385,0.52705,0.43605000000000005,0.45165,0.51715,0.54735,0.96525,0.04815,0.94755
33,0.9912500000000001,0.7462500000000001,0.9630500000000001,0.08465,0.44505,0.30345,0.83065,0.8036500000000001,0.9840500000000001,0.41855000000000003,0.9104500000000001,0.41415
34,0.91605,0.26765,0.6897500000000001,0.45435000000000003,0.55745,0.48915000000000003,0.76975,0.48565,0.28335,0.43235,0.12105,0.55335
35,0.5930500000000001,0.38675000000000004,0.07725000000000001,0.9358500000000001,0.024050000000000002,0.31345,0.00375,0.59645,0.36675,0.45735000000000003,0.39835000000000004,0.23215000000000002
36,0.03325,0.64605,0.06675,0.5134500000000001,0.58875,0.6627500000000001,0.8420500000000001,0.62015,0.60255,0.6193500000000001,0.6554500000000001,0.28665
37,0.6404500000000001,0.16775,0.8549500000000001,0.47455,0.5952500000000001,0.30145,0.87415,0.61685,0.83175,0.00555,0.29795,0.8348500000000001
38,0.12725,0.058050000000000004,0.13275,0.41445000000000004,0.61205,0.85575,0.07485,0.04045,0.07425000000000001,0.13875,0.65495,0.90175
39,0.67005,0.80825,0.95335,0.69965,0.35085,0.61165,0.65695,0.25675000000000003,0.44755,0.07125000000000001,0.18805,0.15015
40,0.78505,0.78325,0.5468500000000001,0.42025,0.7876500000000001,0.60005,0.31325000000000003,0.49635,0.14115,0.17245,0.72445,0.39345
41,0.35365,0.74565,0.41545000000000004,0.9206500000000001,0.36415000000000003,0.57265,0.17145,0.61605,0.55565,0.02475,0.5346500000000001,0.22935
42,0.28505,0.48735,0.26885000000000003,0.96025,0.03105,0.33865,0.59955,0.10015000000000002,0.8812500000000001,0.013250000000000001,0.62205,0.17205
