,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset,startSeed
0,0.24075,0.49375,0.22625,0.88075,0.11825000000000001,0.63025,0.9632499999999999,0.10875,0.43674999999999997,0.88875,0.23225,0.12175
1,0.84375,0.08175,0.30325,0.36624999999999996,0.36524999999999996,0.23925000000000002,0.65825,0.10225000000000001,0.6577500000000001,0.5002500000000001,0.93475,0.92225
2,0.8512500000000001,0.27725,0.21775,0.93675,0.7737499999999999,0.95075,0.40875000000000006,0.70475,0.21525,0.92025,0.6617500000000001,0.83725
3,0.86425,0.77525,0.67125,0.02025,0.61825,0.6717500000000001,0.13325,0.7757499999999999,0.49775,0.24625,0.65675,0.6657500000000001
4,0.74725,0.82925,0.9612499999999999,0.13075,0.64175,0.46525000000000005,0.62875,0.37075,0.32475,0.20025,0.05675,0.36624999999999996
5,0.8932500000000001,0.10075,0.86425,0.09225,0.46025000000000005,0.65225,0.69925,0.14125000000000001,0.5952500000000001,0.44225000000000003,0.98975,0.7827500000000001
6,0.9612499999999999,0.12225,0.30574999999999997,0.42225,0.56125,0.15925,0.54725,0.71225,0.54825,0.12275,0.72575,0.49475
7,0.13575,0.78775,0.79625,0.6837500000000001,0.47325000000000006,0.86175,0.24375,0.35624999999999996,0.33475,0.17325000000000002,0.19525,0.68675
8,0.9197500000000001,0.01025,0.78825,0.23525000000000001,0.14125000000000001,0.02325,0.10925,0.11575,0.99525,0.06725,0.84775,0.85675
9,0.49775,0.03275,0.24525,0.25925,0.6857500000000001,0.14275000000000002,0.73525,0.81375,0.40675000000000006,0.54025,0.48775,0.58475
10,0.63375,0.81625,0.13625,0.02325,0.29625,0.88775,0.99925,0.25475000000000003,0.04625,0.9317500000000001,0.44475,0.46125000000000005
11,0.51875,0.09075,0.35475,0.48275,0.72375,0.5587500000000001,0.85225,0.83175,0.97375,0.10775,0.88175,0.28175000000000006
12,0.6857500000000001,0.58975,0.82625,0.33175,0.02175,0.17925,0.45325000000000004,0.8532500000000001,0.06875,0.67725,0.06175,0.32525000000000004
13,0.49124999999999996,0.81975,0.74875,0.40125,0.93275,0.53075,0.7402500000000001,0.88625,0.06275,0.02875,0.6877500000000001,0.98525
14,0.31925000000000003,0.28675000000000006,0.13825,0.23475000000000001,0.84825,0.8472500000000001,0.46975,0.88775,0.58075,0.14825,0.20375000000000001,0.036250000000000004
15,0.12925,0.90125,0.62875,0.28475000000000006,0.40325,0.05775,0.79625,0.05975,0.53075,0.5277499999999999,0.35125000000000006,0.83975
16,0.67025,0.33625000000000005,0.59175,0.8612500000000001,0.43925000000000003,0.5547500000000001,0.65225,0.78525,0.79225,0.11075,0.47125000000000006,0.10825
17,0.48075,0.93475,0.37224999999999997,0.80175,0.34425000000000006,0.72125,0.58775,0.40075000000000005,0.15125,0.43125,0.7502500000000001,0.35275
18,0.27975000000000005,0.34125000000000005,0.38775000000000004,0.42025,0.35724999999999996,0.40675000000000006,0.03825,0.11075,0.09325,0.47225000000000006,0.59275,0.78575
19,0.14675,0.24725,0.6012500000000001,0.34825000000000006,0.80225,0.04625,0.52275,0.7132499999999999,0.40525,0.8752500000000001,0.12475,0.25275000000000003
20,0.21925,0.07575,0.08075,0.8872500000000001,0.29674999999999996,0.72175,0.29774999999999996,0.04025,0.45625000000000004,0.76475,0.04075,0.23725000000000002
21,0.15975,0.76775,0.78225,0.67725,0.61875,0.39475000000000005,0.33925000000000005,0.7662500000000001,0.57225,0.59825,0.37625,0.79725
22,0.49724999999999997,0.7827500000000001,0.91225,0.04825,0.60625,0.71425,0.32175,0.54325,0.82775,0.40275000000000005,0.44725000000000004,0.68625
23,0.90575,0.21025,0.52475,0.49624999999999997,0.14475,0.006750000000000001,0.82025,0.14325000000000002,0.10775,0.03175,0.9742500000000001,0.84675
24,0.6997500000000001,0.62625,0.49275,0.69525,0.50675,0.86875,0.45975,0.49524999999999997,0.48975,0.53175,0.39125,0.9942500000000001
25,0.80125,0.06025,0.8287500000000001,0.33575,0.63575,0.38825,0.71175,0.63225,0.26175000000000004,0.20075,0.6897500000000001,0.91125
26,0.59425,0.04075,0.80775,0.78975,0.17675,0.5427500000000001,0.61675,0.20575000000000002,0.94275,0.08025,0.84825,0.16575
27,0.76075,0.8307500000000001,0.5427500000000001,0.92425,0.5922499999999999,0.77725,0.23725000000000002,0.56125,0.25475000000000003,0.19425,0.6072500000000001,0.48775
28,0.29225,0.02675,0.6797500000000001,0.90375,0.81175,0.63225,0.21475,0.62675,0.25725,0.38375000000000004,0.35475,0.53775
29,0.06875,0.38825,0.17475000000000002,0.14725,0.68275,0.46625000000000005,0.43825000000000003,0.83025,0.53325,0.98375,0.40625,0.08925
