,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.72985,0.80755,0.91325,0.87155,0.6596500000000001,0.14895,0.96665,0.55215,0.21055000000000001,0.74465,0.57555
1,0.6445500000000001,0.7877500000000001,0.44655,0.42605000000000004,0.49055000000000004,0.46075,0.35315,0.51675,0.22285,0.46725000000000005,0.03345
2,0.7101500000000001,0.6506500000000001,0.7835500000000001,0.30935,0.76095,0.26315,0.47925,0.37605,0.48635,0.43325,0.7794500000000001
3,0.45345,0.9349500000000001,0.88975,0.65605,0.96665,0.8430500000000001,0.73385,0.68305,0.45615,0.19555,0.39225
4,0.93415,0.09925,0.9107500000000001,0.64035,0.43375,0.7796500000000001,0.74275,0.09545000000000001,0.96685,0.36055000000000004,0.48715
5,0.70415,0.93405,0.6574500000000001,0.6546500000000001,0.48655000000000004,0.6960500000000001,0.74575,0.29215,0.5357500000000001,0.8037500000000001,0.8673500000000001
6,0.25495,0.9016500000000001,0.21045000000000003,0.27955,0.03905,0.9476500000000001,0.53685,0.30505000000000004,0.65685,0.08965000000000001,0.27355
7,0.19765,0.44415000000000004,0.42505000000000004,0.46155,0.55235,0.58965,0.6516500000000001,0.51135,0.85185,0.94635,0.91215
8,0.60155,0.57965,0.5225500000000001,0.62795,0.8328500000000001,0.07925000000000001,0.80355,0.24585,0.74375,0.81805,0.73675
9,0.17945,0.85475,0.9781500000000001,0.11475,0.25345,0.8270500000000001,0.48775,0.23205,0.66025,0.46715,0.04865
10,0.57825,0.06705,0.59235,0.98655,0.79235,0.7098500000000001,0.70885,0.28505,0.40995000000000004,0.87005,0.46415
11,0.7645500000000001,0.7351500000000001,0.022949999999999998,0.82175,0.38385,0.7966500000000001,0.0032500000000000003,0.79555,0.62915,0.5769500000000001,0.06484999999999999
12,0.19145,0.27435,0.25515,0.95665,0.51485,0.35835,0.17665,0.47845000000000004,0.62655,0.77125,0.51075
13,0.64005,0.30585,0.18475000000000003,0.04905,0.9349500000000001,0.21245000000000003,0.42255000000000004,0.44965,0.32445,0.30155,0.07005
14,0.5558500000000001,0.39755,0.35555000000000003,0.81855,0.8682500000000001,0.84055,0.23825000000000002,0.25275000000000003,0.52315,0.16325,0.25685
15,0.019549999999999998,0.7472500000000001,0.99175,0.49115000000000003,0.60565,0.46525000000000005,0.63495,0.24785000000000001,0.74095,0.37505,0.5619500000000001
16,0.70025,0.31925000000000003,0.67425,0.44545,0.86775,0.93905,0.99895,0.14675,0.41585000000000005,0.11165,0.17535
17,0.40725,0.60745,0.38285,0.09175,0.59605,0.8109500000000001,0.47825,0.39905,0.29935,0.45745,0.81455
18,0.34215,0.6897500000000001,0.8712500000000001,0.66545,0.52695,0.6545500000000001,0.18205,0.15895,0.5003500000000001,0.78525,0.23695
19,0.08995,0.27065,0.29975,0.00595,0.08655000000000002,0.47545000000000004,0.76515,0.27875,0.6667500000000001,0.68025,0.11435000000000001
20,0.46025000000000005,0.10315,0.42965000000000003,0.93415,0.22455000000000003,0.21865,0.9570500000000001,0.69835,0.00335,0.74785,0.7655500000000001
21,0.83765,0.02715,0.40635,0.53005,0.9457500000000001,0.68305,0.5849500000000001,0.58525,0.44595,0.61895,0.62685
22,0.61595,0.23785,0.48975,0.29205000000000003,0.53125,0.79015,0.27745000000000003,0.21315,0.49785,0.30745,0.65335
23,0.6415500000000001,0.14485,0.79015,0.79925,0.50995,0.36925,0.10395000000000001,0.47665,0.35425,0.20545000000000002,0.66625
24,0.72565,0.35675,0.13255,0.66135,0.08855,0.29535,0.72175,0.15275,0.68555,0.7725500000000001,0.43305000000000005
25,0.41455000000000003,0.46165,0.71425,0.21255000000000002,0.96545,0.017849999999999998,0.65495,0.06405,0.90985,0.86095,0.72465
26,0.31925000000000003,0.05795,0.35635,0.16335,0.20545000000000002,0.80965,0.19875,0.71375,0.71735,0.49595,0.19485000000000002
27,0.77825,0.49705,0.58945,0.9833500000000001,0.34875,0.8348500000000001,0.95255,0.20065,0.75595,0.08865,0.61375
28,0.5940500000000001,0.94535,0.90075,0.28125,0.01735,0.91895,0.5275500000000001,0.87055,0.28365,0.02065,0.10565
29,0.7159500000000001,0.19875,0.5427500000000001,0.7553500000000001,0.71225,0.75485,0.83565,0.42115,0.24815,0.9591500000000001,0.69955
30,0.50995,0.16195,0.05365,0.80835,0.17795,0.71265,0.21915,0.74315,0.22245,0.53835,0.22475
31,0.64985,0.18555,0.84435,0.86155,0.18805,0.06305,0.05695,0.75895,0.95935,0.8066500000000001,0.66595
32,0.28135,0.33645,0.20165,0.13115,0.55745,0.30475,0.8832500000000001,0.88895,0.48775,0.72135,0.34435000000000004
33,0.052950000000000004,0.37325,0.22605000000000003,0.022350000000000002,0.8308500000000001,0.83825,0.40715,0.63005,0.01765,0.05775,0.08075000000000002
34,0.07825000000000001,0.8822500000000001,0.09665000000000001,0.41705000000000003,0.6283500000000001,0.07465,0.41285000000000005,0.72635,0.94555,0.56825,0.51935
35,0.07885,0.07235,0.42795000000000005,0.45325000000000004,0.26505,0.5488500000000001,0.7706500000000001,0.21145000000000003,0.69035,0.54255,0.99045
36,0.04125,0.44555,0.08495,0.21965,0.46505,0.93625,0.62875,0.18935000000000002,0.5547500000000001,0.6354500000000001,0.79915
37,0.36565000000000003,0.41055,0.24455000000000002,0.14765,0.57515,0.8391500000000001,0.32495,0.28185000000000004,0.77085,0.6596500000000001,0.31375000000000003
38,0.87615,0.9197500000000001,0.8451500000000001,0.38295,0.9137500000000001,0.33735000000000004,0.02805,0.8461500000000001,0.83125,0.51165,0.90095
39,0.63895,0.43095,0.7099500000000001,0.92035,0.95235,0.39725,0.33915,0.24455000000000002,0.059750000000000004,0.9034500000000001,0.8885500000000001
40,0.27165,0.53825,0.50595,0.91445,0.7725500000000001,0.6989500000000001,0.03505,0.039150000000000004,0.58465,0.09735,0.81355
41,0.24715,0.91015,0.42745,0.00485,0.41495000000000004,0.9459500000000001,0.63395,0.06875,0.14815,0.8935500000000001,0.07114999999999999
42,0.35335,0.52525,0.16175,0.84475,0.75305,0.24795,0.40665,0.41905000000000003,0.84465,0.58985,0.02085
43,0.39555,0.32215000000000005,0.9813500000000001,0.42455000000000004,0.91505,0.79935,0.011550000000000001,0.08965000000000001,0.5830500000000001,0.48295,0.27145
44,0.59145,0.8198500000000001,0.70865,0.13285000000000002,0.45445,0.058050000000000004,0.47445000000000004,0.5528500000000001,0.71625,0.8370500000000001,0.15365
45,0.16085,0.89495,0.64365,0.32975,0.6394500000000001,0.63915,0.02355,0.18955,0.7171500000000001,0.27265,0.26555
46,0.80045,0.34475,0.79295,0.13705,0.46385000000000004,0.48965000000000003,0.34155,0.045450000000000004,0.07785,0.09305,0.79305
47,0.8097500000000001,0.82525,0.14825,0.53545,0.8108500000000001,0.66935,0.7331500000000001,0.38625000000000004,0.8501500000000001,0.6495500000000001,0.34755
48,0.65925,0.78195,0.54435,0.55565,0.47765,0.48805000000000004,0.83335,0.20205,0.48025,0.6404500000000001,0.36265000000000003
49,0.64365,0.39975000000000005,0.47955000000000003,0.8006500000000001,0.7090500000000001,0.65785,0.89825,0.8845500000000001,0.25045,0.12025,0.42795000000000005
50,0.43205000000000005,0.82865,0.20205,0.15265,0.09505,0.74105,0.40125,0.09135000000000001,0.04345,0.16825,0.70945
51,0.42385,0.35545000000000004,0.26445,0.7501500000000001,0.7622500000000001,0.16005000000000003,0.80325,0.06165,0.34765,0.69765,0.64685
52,0.34295000000000003,0.29785,0.9013500000000001,0.93255,0.56955,0.59575,0.73065,0.017550000000000003,0.56175,0.05595,0.6083500000000001
53,0.33895000000000003,0.20985,0.30705000000000005,0.83575,0.85565,0.07095000000000001,0.09825,0.82215,0.9418500000000001,0.34855,0.9879500000000001
54,0.50355,0.43565000000000004,0.45875,0.03755,0.9954500000000001,0.5700500000000001,0.28465,0.08895,0.36905,0.87065,0.40095000000000003
55,0.5205500000000001,0.016149999999999998,0.62075,0.90915,0.9751500000000001,0.08905,0.7927500000000001,0.03245,0.34525,0.54655,0.23485
56,0.29235,0.50085,0.9046500000000001,0.83435,0.15895,0.24435,0.23605,0.46765,0.86195,0.9095500000000001,0.80425
57,0.45585000000000003,0.39295,0.33085000000000003,0.32565,0.15375,0.35525,0.19225,0.27295,0.53905,0.37435,0.98745
58,0.41335,0.38075000000000003,0.06925,0.33605,0.47485,0.80005,0.22975,0.7936500000000001,0.84875,0.28955000000000003,0.62485
59,0.29745,0.16225,0.66845,0.78925,0.82025,0.7523500000000001,0.98285,0.6394500000000001,0.35115,0.67745,0.20595000000000002
60,0.8502500000000001,0.26845,0.47775,0.33125000000000004,0.43535,0.25355,0.5720500000000001,0.42545,0.12325,0.48755000000000004,0.35245000000000004
61,0.64885,0.42645,0.08635000000000001,0.6555500000000001,0.37055000000000005,0.5739500000000001,0.32285,0.5940500000000001,0.42565000000000003,0.05435,0.9821500000000001
62,0.08165,0.23025,0.044050000000000006,0.65705,0.31255,0.80955,0.30515000000000003,0.50385,0.01105,0.9437500000000001,0.05025
63,0.19445,0.50315,0.14715,0.54425,0.06935,0.88915,0.014150000000000001,0.08885000000000001,0.61375,0.27355,0.8088500000000001
64,0.30085,0.94325,0.39285000000000003,0.15365,0.96025,0.58985,0.53955,0.45375000000000004,0.92625,0.13025,0.84345
65,0.45295,0.50585,0.03925,0.99155,0.12915,0.40735,0.04245,0.29035,0.45135000000000003,0.44865,0.30035
66,0.6657500000000001,0.28115,0.53185,0.95925,0.9780500000000001,0.37705,0.21505000000000002,0.10095000000000001,0.13475,0.30855,0.7624500000000001
67,0.13015,0.37105,0.47415,0.64025,0.90525,0.8852500000000001,0.6816500000000001,0.48015,0.82265,0.81225,0.27875
68,0.07035,0.23995,0.9449500000000001,0.24755000000000002,0.8551500000000001,0.5486500000000001,0.64065,0.65835,0.05115,0.06815,0.20265
69,0.58375,0.19945000000000002,0.54945,0.45025000000000004,0.9640500000000001,0.90515,0.82835,0.13325,0.8744500000000001,0.85455,0.35695
70,0.9923500000000001,0.36515000000000003,0.023350000000000003,0.42165,0.8753500000000001,0.39285000000000003,0.50085,0.32065,0.11705000000000002,0.47635000000000005,0.01455
71,0.48795,0.7625500000000001,0.58535,0.13635,0.19015,0.81855,0.9589500000000001,0.76125,0.056150000000000005,0.09885,0.28955000000000003
72,0.09925,0.88175,0.25185,0.35555000000000003,0.49695,0.64785,0.75115,0.38885000000000003,0.87685,0.20445000000000002,0.8290500000000001
73,0.70315,0.55325,0.63305,0.06755,0.40255,0.99755,0.83175,0.8580500000000001,0.5658500000000001,0.31665,0.51535
74,0.9861500000000001,0.91335,0.7259500000000001,0.42905000000000004,0.19115000000000001,0.21455000000000002,0.71535,0.41345000000000004,0.92645,0.5891500000000001,0.8783500000000001
75,0.53915,0.14905000000000002,0.39175000000000004,0.37885,0.26965,0.54495,0.62195,0.9610500000000001,0.33085000000000003,0.51695,0.11925
76,0.5285500000000001,0.40555,0.7924500000000001,0.30425,0.72265,0.57645,0.77915,0.6192500000000001,0.37525000000000003,0.5325500000000001,0.67905
77,0.51675,0.59745,0.33435000000000004,0.84555,0.81415,0.97545,0.58365,0.10385,0.27295,0.6767500000000001,0.29305000000000003
78,0.8056500000000001,0.69165,0.93705,0.38065000000000004,0.79915,0.04925,0.9093500000000001,0.49235,0.54295,0.49385,0.79815
79,0.12835000000000002,0.56105,0.49625,0.92995,0.31105,0.82465,0.8117500000000001,0.77895,0.6304500000000001,0.33935000000000004,0.10585
80,0.6374500000000001,0.25155,0.11035,0.57325,0.76575,0.50605,0.10905000000000001,0.66235,0.44505,0.91435,0.60245
81,0.72175,0.87065,0.9033500000000001,0.99695,0.28655,0.43165000000000003,0.52795,0.91005,0.6294500000000001,0.50275,0.45825000000000005
82,0.48415,0.53125,0.25395,0.8804500000000001,0.56935,0.96725,0.95345,0.06705,0.62675,0.26475000000000004,0.84935
83,0.027950000000000003,0.17955000000000002,0.67615,0.25925,0.63925,0.8038500000000001,0.61745,0.87875,0.005050000000000001,0.18655,0.25815
84,0.17565,0.56765,0.09685,0.056150000000000005,0.46935000000000004,0.58455,0.27325,0.37005,0.14765,0.23005,0.29835
85,0.65805,0.32685000000000003,0.6626500000000001,0.78805,0.80195,0.44355,0.75485,0.18925,0.33935000000000004,0.49185,0.08855
86,0.8754500000000001,0.018550000000000004,0.32205,0.70755,0.84375,0.24085,0.75315,0.55705,0.80225,0.98965,0.24135
87,0.7281500000000001,0.9214500000000001,0.32795,0.34325,0.85385,0.6224500000000001,0.25685,0.34735000000000005,0.85065,0.24565,0.56305
88,0.14325,0.01295,0.20265,0.96265,0.45575000000000004,0.58115,0.24535,0.7521500000000001,0.31715000000000004,0.57755,0.045950000000000005
89,0.05165,0.22995000000000002,0.42085,0.61645,0.9850500000000001,0.7562500000000001,0.17295,0.01115,0.9227500000000001,0.7040500000000001,0.060950000000000004
90,0.12605,0.99595,0.18385,0.50665,0.37595,0.5438500000000001,0.5800500000000001,0.29715,0.36425,0.9843500000000001,0.23025
91,0.34715,0.45335000000000003,0.08745,0.9429500000000001,0.7645500000000001,0.45725000000000005,0.06395,0.90225,0.74155,0.16965000000000002,0.45045
92,0.19645,0.7655500000000001,0.6456500000000001,0.47045000000000003,0.61145,0.17765,0.24755000000000002,0.13535000000000003,0.7191500000000001,0.58545,0.75875
93,0.78725,0.9791500000000001,0.08465,0.08105000000000001,0.6828500000000001,0.78625,0.95535,0.01885,0.5215500000000001,0.056350000000000004,0.65275
