,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset,startSeed
0,0.7975000000000001,0.07250000000000001,0.1075,0.8925000000000001,0.7575000000000001,0.1375,0.7475,0.1575,0.2975,0.037500000000000006,0.042499999999999996,0.8825000000000001
1,0.8025,0.6975,0.7825,0.4425,0.1575,0.6174999999999999,0.41250000000000003,0.1475,0.6825000000000001,0.2175,0.1375,0.0775
2,0.7575000000000001,0.7375,0.2225,0.2025,0.3075,0.8025,0.7775000000000001,0.3775,0.8125,0.2675,0.40750000000000003,0.7975000000000001
3,0.8175000000000001,0.8975,0.5025,0.3925,0.2725,0.20750000000000002,0.3575,0.2875,0.2875,0.9125000000000001,0.5125,0.2325
4,0.2875,0.6425000000000001,0.0975,0.7725,0.2875,0.2575,0.7375,0.8225,0.8225,0.9275,0.4925,0.6475
5,0.0775,0.5775,0.4425,0.4275,0.1475,0.0225,0.8425,0.8425,0.5375000000000001,0.4675,0.5075000000000001,0.3375
6,0.052500000000000005,0.8025,0.5075000000000001,0.6325000000000001,0.0025,0.35250000000000004,0.3375,0.28250000000000003,0.0125,0.9724999999999999,0.1125,0.5725
7,0.6875,0.4375,0.6475,0.2525,0.8075000000000001,0.7175,0.47750000000000004,0.5625,0.9924999999999999,0.0325,0.9975,0.6775
8,0.4625,0.3225,0.9875,0.8425,0.6074999999999999,0.4025,0.042499999999999996,0.6875,0.042499999999999996,0.5925,0.6475,0.8125
9,0.6525000000000001,0.2125,0.7575000000000001,0.40750000000000003,0.5325,0.2325,0.1225,0.4425,0.9375,0.2975,0.6875,0.3075
10,0.7625,0.9624999999999999,0.7525,0.1375,0.2125,0.8674999999999999,0.3225,0.8525,0.6025,0.4225,0.1925,0.6375
11,0.5175000000000001,0.9275,0.3675,0.9425000000000001,0.4975,0.3925,0.3325,0.4825,0.4825,0.9375,0.6074999999999999,0.1875
12,0.6325000000000001,0.6875,0.6225,0.9924999999999999,0.1675,0.1575,0.4875,0.037500000000000006,0.3125,0.5475000000000001,0.9225000000000001,0.4425
13,0.3175,0.8125,0.6074999999999999,0.3425,0.8574999999999999,0.5025,0.057499999999999996,0.2375,0.0025,0.07250000000000001,0.9875,0.5175000000000001
14,0.0075,0.17250000000000001,0.9125000000000001,0.5375000000000001,0.7825,0.41250000000000003,0.2425,0.5725,0.5725,0.5675000000000001,0.1775,0.14250000000000002
15,0.4825,0.3575,0.5275000000000001,0.3375,0.7075,0.3975,0.9924999999999999,0.7025,0.2725,0.1075,0.0975,0.1375
16,0.7075,0.2875,0.0275,0.0325,0.47750000000000004,0.1675,0.7424999999999999,0.2625,0.8775,0.7375,0.1225,0.5075000000000001
17,0.10250000000000001,0.14250000000000002,0.5575000000000001,0.0875,0.6325000000000001,0.3225,0.4975,0.7475,0.8674999999999999,0.4025,0.6275,0.6174999999999999
18,0.47250000000000003,0.9125000000000001,0.1875,0.2775,0.5475000000000001,0.2375,0.9575,0.9624999999999999,0.057499999999999996,0.7424999999999999,0.8225,0.0025
19,0.6425000000000001,0.4625,0.6875,0.9275,0.3875,0.1875,0.2375,0.1175,0.7324999999999999,0.41250000000000003,0.7124999999999999,0.1625
20,0.2225,0.8625,0.5675000000000001,0.7275,0.8625,0.9724999999999999,0.9175,0.057499999999999996,0.9275,0.3725,0.5925,0.4325
21,0.8725,0.0625,0.4175,0.5675000000000001,0.9975,0.5325,0.7324999999999999,0.1325,0.9475,0.2225,0.10250000000000001,0.5225
22,0.7925,0.3725,0.3725,0.1775,0.6725000000000001,0.2275,0.7525,0.0625,0.6475,0.17250000000000001,0.8875,0.4975
23,0.6025,0.6225,0.8875,0.4525,0.6575,0.0325,0.3425,0.1525,0.0675,0.6125,0.7475,0.2675
24,0.3925,0.5625,0.7224999999999999,0.6775,0.34750000000000003,0.7775000000000001,0.9125000000000001,0.7675000000000001,0.2275,0.6875,0.7275,0.0975
25,0.4875,0.7075,0.1825,0.3575,0.6375,0.6325000000000001,0.40750000000000003,0.7925,0.1825,0.5725,0.41250000000000003,0.3875
