,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset,startSeed
0,0.0571,0.4611,0.5537000000000001,0.8679,0.7713000000000001,0.5733,0.4761,0.013900000000000001,0.8685,0.9685,0.7873,0.7339
1,0.4475,0.5513,0.8743000000000001,0.47430000000000005,0.4035,0.6847000000000001,0.3165,0.5473,0.0191,0.6351,0.7627,0.5757
2,0.9243,0.43310000000000004,0.6593,0.3361,0.7015,0.9329000000000001,0.17049999999999998,0.7623,0.38770000000000004,0.9921,0.9323,0.5323
3,0.9173,0.5017,0.2515,0.1921,0.3985,0.5865,0.1709,0.8417,0.045899999999999996,0.9277000000000001,0.1499,0.2651
4,0.2393,0.3579,0.6219,0.14290000000000003,0.4091,0.3013,0.6653,0.9303,0.7831,0.8253,0.5641,0.5853
5,0.5927,0.5545,0.037500000000000006,0.2027,0.8615,0.41890000000000005,0.3217,0.7271000000000001,0.8109000000000001,0.7337,0.8481000000000001,0.9953000000000001
6,0.1649,0.6515,0.6101000000000001,0.6233,0.5033000000000001,0.3311,0.4425,0.8861,0.9013,0.8249000000000001,0.2113,0.7881
7,0.9197000000000001,0.34950000000000003,0.006500000000000001,0.8813000000000001,0.8449,0.2867,0.19330000000000003,0.24230000000000002,0.8839,0.6289,0.2933,0.6057
8,0.0727,0.4641,0.6989000000000001,0.6171,0.1165,0.7053,0.8873,0.48450000000000004,0.9461,0.2633,0.6581,0.3389
9,0.0737,0.1669,0.0675,0.4445,0.27790000000000004,0.2513,0.5423,0.7631,0.6985,0.0159,0.0495,0.6943
10,0.1779,0.6405000000000001,0.16610000000000003,0.9395,0.9297000000000001,0.7497,0.6485000000000001,0.0621,0.9527000000000001,0.8821000000000001,0.28150000000000003,0.5481
11,0.40490000000000004,0.8077000000000001,0.44410000000000005,0.3415,0.9219,0.43570000000000003,0.7153,0.3749,0.37070000000000003,0.15550000000000003,0.8305,0.8305
12,0.6339,0.1539,0.3633,0.6559,0.20130000000000003,0.9509000000000001,0.7177,0.7269,0.0267,0.15450000000000003,0.3533,0.6785
13,0.2733,0.6725000000000001,0.8771,0.7483000000000001,0.1363,0.3955,0.9985,0.7113,0.1179,0.8839,0.3429,0.31110000000000004
14,0.2121,0.7719,0.6197,0.11530000000000001,0.7201000000000001,0.9131,0.36250000000000004,0.0195,0.5977,0.8567,0.5487,0.1915
15,0.0021000000000000003,0.8695,0.0513,0.0177,0.43470000000000003,0.10490000000000001,0.3719,0.8377,0.36150000000000004,0.1623,0.1795,0.7191000000000001
16,0.4217,0.3341,0.8943000000000001,0.7317,0.7241000000000001,0.2583,0.7193,0.8309000000000001,0.1679,0.7979,0.39270000000000005,0.7107
17,0.3981,0.9935,0.48310000000000003,0.9325000000000001,0.3815,0.9345000000000001,0.1511,0.0519,0.7183,0.42510000000000003,0.8805000000000001,0.09390000000000001
18,0.1397,0.6861,0.6209,0.8605,0.1391,0.0869,0.6039,0.35950000000000004,0.3637,0.4207,0.060700000000000004,0.16510000000000002
19,0.45690000000000003,0.9185000000000001,0.6579,0.5447,0.9137000000000001,0.23070000000000002,0.5547,0.1547,0.1819,0.9731000000000001,0.6055,0.8359000000000001
20,0.6857,0.35850000000000004,0.3517,0.9613,0.7343000000000001,0.9059,0.0251,0.42390000000000005,0.5159,0.3793,0.2793,0.4557
21,0.6921,0.3945,0.8055000000000001,0.44210000000000005,0.2741,0.19690000000000002,0.4907,0.9547000000000001,0.2987,0.8595,0.4325,0.5273
22,0.6765,0.7315,0.6173000000000001,0.3385,0.053500000000000006,0.6553,0.8563000000000001,0.3733,0.7731,0.4255,0.3145,0.5147
23,0.7425,0.09870000000000001,0.2811,0.6351,0.9683,0.6927000000000001,0.2555,0.6241,0.9439000000000001,0.4837,0.4051,0.0079
24,0.4499,0.8459000000000001,0.7571,0.9861000000000001,0.7225,0.9981,0.42490000000000006,0.44410000000000005,0.8881,0.05890000000000001,0.7407,0.9297000000000001
25,0.7245,0.0645,0.7493000000000001,0.0151,0.22310000000000002,0.7403000000000001,0.6697000000000001,0.48150000000000004,0.5243,0.22410000000000002,0.034100000000000005,0.41910000000000003
26,0.7981,0.3637,0.8713000000000001,0.9477,0.03370000000000001,0.7387,0.3971,0.3503,0.2047,0.6561,0.06130000000000001,0.30210000000000004
27,0.15510000000000002,0.0819,0.4143,0.0577,0.3683,0.9527000000000001,0.5323,0.9227000000000001,0.3397,0.7987000000000001,0.8625,0.1995
28,0.6721,0.22010000000000002,0.4719,0.9803000000000001,0.9563,0.7577,0.8497,0.5707,0.3749,0.41250000000000003,0.8079000000000001,0.0029
29,0.09010000000000001,0.11050000000000001,0.1295,0.2121,0.7593000000000001,0.7671,0.5941000000000001,0.6415000000000001,0.22870000000000001,0.5341,0.3005,0.9985
30,0.6367,0.8033,0.3531,0.46430000000000005,0.0041,0.4053,0.5721,0.1005,0.2781,0.2733,0.08030000000000001,0.5721
31,0.7615000000000001,0.9197000000000001,0.8741000000000001,0.6763,0.12010000000000001,0.46730000000000005,0.6059,0.5669000000000001,0.7689,0.6915,0.9611000000000001,0.013500000000000002
32,0.1033,0.013500000000000002,0.1347,0.3457,0.7285,0.8771,0.9911000000000001,0.9933000000000001,0.0117,0.8187,0.0859,0.8231
33,0.6827000000000001,0.19290000000000002,0.5877,0.4561,0.8761000000000001,0.8397,0.9915,0.8735,0.6715,0.7189000000000001,0.7363000000000001,0.19290000000000002
34,0.9023000000000001,0.0655,0.22870000000000001,0.5503,0.1107,0.2673,0.6381,0.36850000000000005,0.07970000000000001,0.2639,0.2037,0.7289
35,0.0981,0.2207,0.3317,0.8273,0.6141000000000001,0.43210000000000004,0.9077000000000001,0.7403000000000001,0.7001000000000001,0.7361,0.0737,0.9149
36,0.4117,0.8975000000000001,0.9423,0.43310000000000004,0.42190000000000005,0.0051,0.1751,0.8483,0.8077000000000001,0.8963000000000001,0.3295,0.8431000000000001
37,0.5435,0.8009000000000001,0.8175,0.3913,0.8333,0.10950000000000001,0.1699,0.6209,0.2545,0.0261,0.4197,0.045899999999999996
38,0.7679,0.1889,0.5149,0.8231,0.5209,0.7561,0.4537,0.1261,0.7761,0.4449,0.6819000000000001,0.7975000000000001
39,0.0519,0.45530000000000004,0.2239,0.9721000000000001,0.19590000000000002,0.7485,0.0439,0.5413,0.2177,0.8075,0.7053,0.4571
40,0.7439,0.6913,0.29410000000000003,0.19730000000000003,0.1047,0.6175,0.49250000000000005,0.5559000000000001,0.2983,0.1709,0.6641,0.9959
41,0.25370000000000004,0.7703,0.5599000000000001,0.34630000000000005,0.5539000000000001,0.33130000000000004,0.9515,0.34750000000000003,0.9499000000000001,0.9897,0.7861,0.6859000000000001
42,0.5345,0.6747000000000001,0.7117,0.38770000000000004,0.3035,0.9961,0.7897000000000001,0.2793,0.1491,0.7255,0.07550000000000001,0.15050000000000002
43,0.08810000000000001,0.16770000000000002,0.8031,0.8849,0.1295,0.9327000000000001,0.5969,0.7393000000000001,0.7069000000000001,0.2623,0.8335,0.8663000000000001
44,0.6473,0.39870000000000005,0.30010000000000003,0.9001,0.5101,0.31910000000000005,0.7905,0.4737,0.1033,0.4333,0.8857,0.030100000000000002
45,0.9951000000000001,0.9387000000000001,0.24170000000000003,0.6359,0.7541,0.6253,0.1061,0.0631,0.9301,0.0737,0.5235000000000001,0.9889000000000001
46,0.0751,0.7875000000000001,0.3395,0.42310000000000003,0.14629999999999999,0.33590000000000003,0.9761000000000001,0.7977000000000001,0.7857000000000001,0.7179,0.1021,0.5097
47,0.2237,0.19690000000000002,0.3173,0.5167,0.04870000000000001,0.6077,0.5867,0.0469,0.8829,0.7427,0.6953,0.7127
48,0.9039,0.12310000000000001,0.8529,0.13130000000000003,0.8617,0.4741,0.9713,0.4113,0.3567,0.2143,0.012900000000000002,0.33430000000000004
49,0.7759,0.9779,0.5083,0.4103,0.7981,0.10930000000000001,0.9531000000000001,0.17830000000000001,0.2881,0.8195,0.8091,0.4053
50,0.4809,0.43670000000000003,0.044300000000000006,0.3079,0.2041,0.22710000000000002,0.9245000000000001,0.7593000000000001,0.6971,0.8935000000000001,0.5819000000000001,0.39990000000000003
51,0.1879,0.5771000000000001,0.45010000000000006,0.1131,0.2651,0.4515,0.9277000000000001,0.1531,0.9543,0.9849000000000001,0.7165,0.6497
52,0.7483000000000001,0.3929,0.6305000000000001,0.9469000000000001,0.2051,0.23270000000000002,0.6157,0.19190000000000002,0.9657,0.8029000000000001,0.39690000000000003,0.2127
53,0.5991,0.3537,0.32630000000000003,0.8851,0.4293,0.7793000000000001,0.7657,0.4727,0.1227,0.9661000000000001,0.43510000000000004,0.6825
54,0.3435,0.3643,0.2207,0.5271,0.6863,0.9745,0.6467,0.3431,0.2765,0.4073,0.25970000000000004,0.8957
55,0.2359,0.5579000000000001,0.3341,0.6161000000000001,0.0167,0.7339,0.7747,0.8199000000000001,0.28690000000000004,0.7895000000000001,0.0615,0.7621
56,0.3673,0.045700000000000005,0.2757,0.43710000000000004,0.1871,0.5129,0.9717,0.1907,0.6597000000000001,0.6905,0.016900000000000002,0.5239
57,0.6657000000000001,0.19130000000000003,0.8075,0.9405,0.0985,0.7831,0.4731,0.8343,0.26570000000000005,0.16610000000000003,0.6051,0.5401
58,0.8013,0.9789000000000001,0.27590000000000003,0.8279000000000001,0.07750000000000001,0.12530000000000002,0.9323,0.8459000000000001,0.6321,0.3875,0.5723,0.6015
59,0.8045,0.0479,0.9385,0.9911000000000001,0.5343,0.4319,0.5605,0.6185,0.9583,0.30870000000000003,0.8151,0.8275
60,0.5517000000000001,0.8557,0.19890000000000002,0.4751,0.3855,0.4071,0.22610000000000002,0.1421,0.9843000000000001,0.0043,0.9145000000000001,0.2977
61,0.9895,0.8427,0.42510000000000003,0.6427,0.1247,0.8605,0.6721,0.6653,0.7485,0.38070000000000004,0.0125,0.1789
62,0.2643,0.14390000000000003,0.0523,0.0379,0.5199,0.0421,0.9411,0.28590000000000004,0.0633,0.033100000000000004,0.7889,0.36110000000000003
63,0.44830000000000003,0.4791,0.5741,0.7167,0.5719000000000001,0.2989,0.9627000000000001,0.4515,0.9617,0.7425,0.6635,0.8239000000000001
64,0.3135,0.8499000000000001,0.3923,0.5501,0.1357,0.8829,0.18370000000000003,0.22750000000000004,0.6467,0.4383,0.4257,0.0751
65,0.9065000000000001,0.19390000000000002,0.7183,0.4293,0.5317000000000001,0.2731,0.3137,0.3629,0.6769000000000001,0.6775,0.6775,0.3865
66,0.8319000000000001,0.10690000000000001,0.5203,0.38430000000000003,0.14750000000000002,0.9291,0.2451,0.8423,0.9383,0.4479,0.5743,0.43710000000000004
67,0.3509,0.6643,0.6375000000000001,0.2737,0.15050000000000002,0.8955000000000001,0.8449,0.7941,0.2137,0.5527,0.4141,0.8221
68,0.41590000000000005,0.4651,0.6639,0.47850000000000004,0.17270000000000002,0.2805,0.8835000000000001,0.37050000000000005,0.9593,0.3731,0.9339000000000001,0.2753
69,0.2895,0.4741,0.6139,0.6873,0.7171000000000001,0.3805,0.5847,0.5163,0.8997,0.8977,0.2693,0.23910000000000003
70,0.3721,0.007300000000000001,0.5505,0.4171,0.6737000000000001,0.3699,0.5509000000000001,0.9899,0.5419,0.5815,0.6247,0.7073
71,0.5313,0.4565,0.5259,0.8053,0.9557,0.33230000000000004,0.4087,0.2167,0.0077,0.36650000000000005,0.6507000000000001,0.5911000000000001
72,0.32230000000000003,0.7389,0.1663,0.7983,0.2771,0.18070000000000003,0.5327000000000001,0.7829,0.5805,0.4011,0.9307000000000001,0.8465
73,0.4537,0.9075000000000001,0.7927000000000001,0.3183,0.25730000000000003,0.6629,0.5553,0.5283,0.9987,0.9577,0.6029,0.7809
74,0.15689999999999998,0.8003,0.9297000000000001,0.1473,0.7999,0.46330000000000005,0.27690000000000003,0.7137,0.5119,0.9209,0.4267,0.9045000000000001
75,0.4161,0.6425000000000001,0.9845,0.1089,0.0887,0.35350000000000004,0.5183,0.0063,0.6573,0.4611,0.5329,0.14250000000000002
76,0.4737,0.34530000000000005,0.3773,0.9329000000000001,0.6935,0.26670000000000005,0.43310000000000004,0.39870000000000005,0.5315000000000001,0.7257,0.5739000000000001,0.4527
77,0.4823,0.0885,0.8209000000000001,0.7065,0.2643,0.0665,0.15410000000000001,0.1325,0.24830000000000002,0.5659000000000001,0.9223,0.7987000000000001
78,0.5941000000000001,0.6879000000000001,0.4675,0.7481,0.9835,0.09770000000000001,0.9125000000000001,0.8357,0.24930000000000002,0.24630000000000002,0.035100000000000006,0.7771
79,0.18309999999999998,0.9801000000000001,0.7147,0.6605000000000001,0.6983,0.5515,0.15250000000000002,0.0943,0.1019,0.4817,0.2339,0.24870000000000003
80,0.6933,0.6311,0.8435,0.11030000000000001,0.0955,0.3115,0.8045,0.5085000000000001,0.8075,0.5887,0.9399000000000001,0.9413
81,0.9019,0.7747,0.8995000000000001,0.1057,0.6215,0.0681,0.22210000000000002,0.41150000000000003,0.6613,0.8033,0.2379,0.6815
82,0.6925,0.48350000000000004,0.5611,0.4437,0.9419000000000001,0.7117,0.8869,0.4999,0.1647,0.5165,0.6219,0.0875
83,0.03710000000000001,0.3991,0.15410000000000001,0.5107,0.6441,0.4581,0.05990000000000001,0.5513,0.09490000000000001,0.9879,0.3711,0.8353
84,0.7105,0.0641,0.3855,0.7751,0.3375,0.41250000000000003,0.3981,0.7653000000000001,0.23510000000000003,0.5403,0.12190000000000001,0.6257
85,0.9493,0.7223,0.2289,0.2775,0.045899999999999996,0.6917,0.9175,0.1513,0.49870000000000003,0.0347,0.6475000000000001,0.6595
86,0.1375,0.9787,0.6779000000000001,0.1533,0.4709,0.13390000000000002,0.7661,0.5479,0.1527,0.16410000000000002,0.7135,0.050100000000000006
87,0.0049,0.3699,0.7201000000000001,0.6129,0.9711000000000001,0.2405,0.6317,0.5131,0.6677000000000001,0.6323000000000001,0.0397,0.5677000000000001
88,0.4459,0.5045000000000001,0.3167,0.6073000000000001,0.2323,0.39590000000000003,0.6083000000000001,0.03710000000000001,0.0503,0.6029,0.4939,0.036500000000000005
89,0.9277000000000001,0.1089,0.3115,0.0381,0.8337,0.9947,0.6627000000000001,0.31310000000000004,0.6221,0.6471,0.0267,0.4121
90,0.42790000000000006,0.5311,0.4247,0.5451,0.6325000000000001,0.6655,0.9313,0.9741000000000001,0.9719,0.9103000000000001,0.8181,0.6531
91,0.6701,0.5195000000000001,0.8461000000000001,0.2267,0.7569,0.035699999999999996,0.7239,0.9765,0.0663,0.46950000000000003,0.6141000000000001,0.09870000000000001
92,0.40690000000000004,0.3347,0.39370000000000005,0.038900000000000004,0.7757000000000001,0.33290000000000003,0.0665,0.0435,0.6025,0.31610000000000005,0.0815,0.059300000000000005
93,0.6335000000000001,0.9049,0.6561,0.5231,0.8071,0.4061,0.7019,0.6789000000000001,0.9523,0.6321,0.2761,0.11130000000000001
94,0.7537,0.6077,0.4429,0.6889000000000001,0.2787,0.6791,0.12110000000000001,0.3795,0.3511,0.5399,0.4081,0.7959
95,0.7747,0.8649,0.7613000000000001,0.31210000000000004,0.6279,0.8183,0.21810000000000002,0.8469,0.035500000000000004,0.36970000000000003,0.3603,0.5949
96,0.9431,0.03950000000000001,0.8301000000000001,0.4917,0.0187,0.3925,0.44710000000000005,0.7249000000000001,0.6453,0.9305000000000001,0.6657000000000001,0.3187
97,0.5219,0.1861,0.4047,0.3573,0.3711,0.2585,0.7555000000000001,0.6145,0.3921,0.4305,0.4655,0.6253
98,0.28990000000000005,0.7469,0.4585,0.8781000000000001,0.0259,0.8509,0.9181,0.9463,0.2553,0.0437,0.2681,0.8215
99,0.2489,0.8855000000000001,0.5815,0.5189,0.7121000000000001,0.9135,0.9423,0.15589999999999998,0.5765,0.07550000000000001,0.1743,0.9911000000000001
100,0.0061,0.22450000000000003,0.36850000000000005,0.2661,0.4547,0.6205,0.8137000000000001,0.6723,0.5323,0.7015,0.8751,0.5303
101,0.7965,0.7483000000000001,0.1251,0.0777,0.7459,0.0325,0.13790000000000002,0.7659,0.6153000000000001,0.22810000000000002,0.8021,0.2635
102,0.5703,0.9929,0.4015,0.5947,0.3763,0.0695,0.5457000000000001,0.44530000000000003,0.3205,0.6725000000000001,0.0869,0.2851
103,0.9945,0.9463,0.9291,0.1869,0.4167,0.9041,0.23370000000000002,0.21850000000000003,0.1815,0.8099000000000001,0.7701,0.6747000000000001
104,0.5933,0.25570000000000004,0.1961,0.7089000000000001,0.03950000000000001,0.0915,0.0121,0.6329,0.8209000000000001,0.9351,0.8431000000000001,0.5115000000000001
105,0.5031,0.9895,0.5961000000000001,0.6009,0.10690000000000001,0.3629,0.1669,0.7813,0.6853,0.18409999999999999,0.9657,0.8899
106,0.021900000000000003,0.5397000000000001,0.6109,0.7029000000000001,0.9821000000000001,0.3437,0.8005,0.0611,0.4751,0.4741,0.7749,0.9683
107,0.2821,0.6339,0.0315,0.8859,0.4707,0.8371000000000001,0.8947,0.6913,0.8427,0.8167,0.7367,0.26990000000000003
108,0.31110000000000004,0.6251,0.9859,0.9089,0.41550000000000004,0.8851,0.3985,0.5619000000000001,0.1177,0.8311000000000001,0.7481,0.4055
109,0.3399,0.4409,0.5529000000000001,0.20890000000000003,0.9387000000000001,0.6573,0.7847000000000001,0.2807,0.2713,0.4267,0.05890000000000001,0.0445
110,0.5981000000000001,0.0181,0.7335,0.6139,0.2821,0.7359,0.7335,0.3149,0.0217,0.6113000000000001,0.12110000000000001,0.045700000000000005
111,0.15789999999999998,0.8233,0.6961,0.14490000000000003,0.11330000000000001,0.20350000000000001,0.24170000000000003,0.38330000000000003,0.0757,0.41910000000000003,0.9807,0.6577000000000001
112,0.8515,0.2571,0.9563,0.8475,0.8247,0.7655000000000001,0.2975,0.055900000000000005,0.2329,0.2101,0.2539,0.4923
113,0.9925,0.7891,0.13069999999999998,0.4395,0.07450000000000001,0.4333,0.8701000000000001,0.9477,0.7621,0.1603,0.6993,0.2963
114,0.9087000000000001,0.18530000000000002,0.38570000000000004,0.3227,0.8445,0.8203,0.6843,0.4283,0.3123,0.09970000000000001,0.10550000000000001,0.7323000000000001
