,nTrends,nFunds,liq,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.4335,0.14250000000000002,0.0915,0.5375000000000001,0.41550000000000004,0.2625,0.8065,0.23450000000000001,0.6505000000000001,0.0425
1,0.9844999999999999,0.6185,0.7645,0.4245,0.6445000000000001,0.8055000000000001,0.2945,0.5095000000000001,0.7745,0.9835
2,0.6045,0.7055,0.9295,0.7635000000000001,0.8025,0.0005,0.6525000000000001,0.3095,0.7264999999999999,0.2165
3,0.3065,0.2725,0.3745,0.8005,0.7455,0.07250000000000001,0.5894999999999999,0.7725,0.7905,0.6105
4,0.7264999999999999,0.1155,0.8325,0.8394999999999999,0.7164999999999999,0.3755,0.2205,0.4325,0.1565,0.8115000000000001
5,0.8625,0.7795000000000001,0.9415,0.7915000000000001,0.9135,0.3025,0.9085000000000001,0.9255,0.3675,0.0445
6,0.6214999999999999,0.47350000000000003,0.2905,0.7565,0.9704999999999999,0.9235,0.28650000000000003,0.6895,0.0875,0.2265
7,0.8125,0.3415,0.9135,0.6475,0.7144999999999999,0.4595,0.3765,0.5365,0.8855,0.23750000000000002
8,0.9015,0.2915,0.14250000000000002,0.1615,0.6685000000000001,0.5345,0.0395,0.40950000000000003,0.3015,0.5045
9,0.7765,0.8225,0.4825,0.018500000000000003,0.9815,0.7515000000000001,0.08650000000000001,0.7195,0.11750000000000001,0.2555
10,0.7705,0.4995,0.8855,0.3205,0.7985,0.5785,0.3345,0.6125,0.5125,0.9864999999999999
11,0.1105,0.8245,0.4545,0.7135,0.1005,0.3185,0.1605,0.1665,0.7825,0.8694999999999999
12,0.9285000000000001,0.5774999999999999,0.7015,0.2625,0.10450000000000001,0.3635,0.1265,0.1585,0.8215000000000001,0.5595000000000001
13,0.1765,0.7895000000000001,0.4635,0.7495,0.5755000000000001,0.5075000000000001,0.1775,0.3825,0.9005000000000001,0.9095
14,0.4635,0.6845000000000001,0.3195,0.7395,0.8374999999999999,0.8654999999999999,0.4015,0.8925000000000001,0.0475,0.0685
15,0.3135,0.1095,0.6465000000000001,0.5605,0.5505,0.4515,0.3105,0.1355,0.7965,0.9405000000000001
16,0.0765,0.4205,0.41150000000000003,0.8105,0.9295,0.9145000000000001,0.4675,0.0345,0.2545,0.9115
17,0.9435,0.4955,0.9984999999999999,0.5475000000000001,0.7775000000000001,0.7795000000000001,0.9664999999999999,0.7935000000000001,0.1585,0.3175
18,0.7295,0.3045,0.6795,0.8875,0.2695,0.8145,0.1495,0.9065000000000001,0.8755,0.41450000000000004
19,0.013500000000000002,0.3935,0.9975,0.7384999999999999,0.5025,0.6065,0.6205,0.1935,0.0655,0.5415000000000001
20,0.3335,0.9135,0.8025,0.7715000000000001,0.5425,0.5814999999999999,0.0245,0.7084999999999999,0.2435,0.41350000000000003
21,0.1575,0.2225,0.5235000000000001,0.9715,0.7645,0.4245,0.2005,0.2615,0.40950000000000003,0.7775000000000001
22,0.5435000000000001,0.9015,0.3285,0.2445,0.5785,0.8614999999999999,0.8885000000000001,0.9505000000000001,0.17450000000000002,0.7055
23,0.1295,0.34950000000000003,0.9385000000000001,0.2935,0.9325000000000001,0.1635,0.0535,0.4925,0.026500000000000003,0.9585000000000001
24,0.9125000000000001,0.2205,0.0975,0.6054999999999999,0.4005,0.3435,0.1115,0.9615,0.7095,0.5455000000000001
25,0.14350000000000002,0.010499999999999999,0.3755,0.2265,0.3975,0.6565000000000001,0.3115,0.28250000000000003,0.1575,0.1545
26,0.0115,0.6065,0.1835,0.2615,0.5445,0.0485,0.8585,0.4445,0.4215,0.5945
27,0.9635,0.8565,0.07150000000000001,0.2965,0.5834999999999999,0.3165,0.5055000000000001,0.4475,0.0235,0.23550000000000001
28,0.8115000000000001,0.2925,0.9175,0.4965,0.4455,0.5475000000000001,0.8565,0.6555,0.9635,0.3905
29,0.1345,0.0075,0.4805,0.1705,0.2725,0.9305000000000001,0.0795,0.0605,0.3665,0.4325
30,0.2095,0.6435,0.1785,0.0215,0.6815,0.2245,0.8654999999999999,0.4265,0.7115,0.1005
31,0.6495,0.5165,0.5695000000000001,0.0305,0.8594999999999999,0.6995,0.4835,0.0655,0.34950000000000003,0.6945000000000001
32,0.3175,0.1225,0.0885,0.5894999999999999,0.2495,0.9245000000000001,0.17250000000000001,0.4355,0.3605,0.5515000000000001
33,0.2675,0.8385,0.6505000000000001,0.6775,0.1865,0.4385,0.6165,0.4655,0.6125,0.0155
34,0.9664999999999999,0.9045000000000001,0.7095,0.8225,0.7255,0.9824999999999999,0.0295,0.9045000000000001,0.34650000000000003,0.3735
35,0.6625000000000001,0.5755000000000001,0.4345,0.6795,0.9275,0.1265,0.6485000000000001,0.5585,0.3795,0.1785
