,nTrends,nFunds,liq,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.1275,0.0075,0.7355,0.5765,0.5595000000000001,0.1365,0.3355,0.1985,0.6295,0.8525
1,0.1335,0.17350000000000002,0.025500000000000002,0.9835,0.5925,0.7905,0.0595,0.0115,0.0655,0.7575000000000001
2,0.4895,0.2595,0.2225,0.4995,0.052500000000000005,0.4535,0.3685,0.6745000000000001,0.20650000000000002,0.9655
3,0.2625,0.1375,0.5645,0.4665,0.0835,0.009500000000000001,0.3735,0.2705,0.3985,0.34750000000000003
4,0.9255,0.1385,0.9535,0.8494999999999999,0.0425,0.1255,0.5535000000000001,0.07250000000000001,0.2445,0.1095
5,0.8245,0.1355,0.3085,0.5495000000000001,0.40750000000000003,0.7555000000000001,0.7255,0.1965,0.8674999999999999,0.3995
6,0.0465,0.6915,0.9704999999999999,0.8414999999999999,0.23550000000000001,0.3785,0.3835,0.0395,0.6455,0.6735
7,0.7084999999999999,0.5515000000000001,0.6595,0.7605,0.4265,0.35050000000000003,0.6174999999999999,0.8045,0.3335,0.8785000000000001
8,0.3185,0.5974999999999999,0.17350000000000002,0.0035,0.3405,0.5355000000000001,0.6065,0.2465,0.9764999999999999,0.7895000000000001
9,0.4845,0.1335,0.6415,0.3865,0.6725000000000001,0.4305,0.5465,0.7364999999999999,0.34550000000000003,0.8474999999999999
10,0.7104999999999999,0.5625,0.6545000000000001,0.8315000000000001,0.3595,0.7215,0.2175,0.5785,0.2665,0.1305
11,0.9595,0.1115,0.5885,0.4915,0.9335,0.34850000000000003,0.6945000000000001,0.2185,0.1405,0.5555000000000001
12,0.9395,0.6975,0.8315000000000001,0.8025,0.1055,0.3735,0.41250000000000003,0.0445,0.6445000000000001,0.28650000000000003
13,0.5275000000000001,0.6665000000000001,0.6735,0.3705,0.8175000000000001,0.2165,0.1685,0.9205000000000001,0.8905000000000001,0.2715
14,0.7175,0.6375,0.7575000000000001,0.10250000000000001,0.0445,0.7424999999999999,0.1645,0.4945,0.3615,0.41150000000000003
15,0.3625,0.5965,0.5575000000000001,0.5525,0.6845000000000001,0.7535000000000001,0.2695,0.4585,0.3325,0.2935
16,0.2645,0.9575,0.5495000000000001,0.3795,0.9175,0.6875,0.6295,0.2775,0.9345000000000001,0.5945
17,0.0555,0.0755,0.4905,0.1235,0.9915,0.6085,0.7835000000000001,0.1925,0.41450000000000004,0.0505
18,0.9695,0.0085,0.5985,0.1165,0.3615,0.7645,0.2705,0.6625000000000001,0.2785,0.2025
19,0.2285,0.6245,0.9715,0.8885000000000001,0.5195000000000001,0.1515,0.9664999999999999,0.23850000000000002,0.4935,0.8825000000000001
20,0.40750000000000003,0.6805000000000001,0.6355,0.2635,0.3435,0.4285,0.1005,0.2765,0.7224999999999999,0.7204999999999999
21,0.2675,0.5495000000000001,0.3875,0.7935000000000001,0.3665,0.5695000000000001,0.40850000000000003,0.4205,0.5595000000000001,0.7144999999999999
22,0.3155,0.3955,0.9904999999999999,0.2155,0.036500000000000005,0.6375,0.6054999999999999,0.5945,0.3585,0.7175
23,0.8614999999999999,0.9655,0.3135,0.0885,0.3545,0.4845,0.8354999999999999,0.23650000000000002,0.3995,0.34850000000000003
24,0.28750000000000003,0.5395000000000001,0.2215,0.2975,0.7055,0.3285,0.5425,0.14350000000000002,0.9715,0.4555
25,0.34650000000000003,0.9195,0.1395,0.47450000000000003,0.1205,0.0115,0.23650000000000002,0.08650000000000001,0.4485,0.3745
26,0.3325,0.8394999999999999,0.2095,0.3245,0.5475000000000001,0.7444999999999999,0.9644999999999999,0.4675,0.7384999999999999,0.7384999999999999
27,0.7124999999999999,0.6205,0.1555,0.4965,0.9935,0.2425,0.2235,0.4225,0.8895,0.6825000000000001
28,0.3305,0.0345,0.0495,0.5125,0.5305,0.6485000000000001,0.8325,0.1275,0.1475,0.3055
