,nTrends,nFunds,liq,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.6375,0.8025,0.9445000000000001,0.1385,0.7935000000000001,0.4285,0.8714999999999999,0.8305,0.0375,0.2925
1,0.7795000000000001,0.9755,0.6675,0.5315000000000001,0.2125,0.7805,0.1815,0.7675000000000001,0.3865,0.5455000000000001
2,0.5375000000000001,0.6045,0.3565,0.3215,0.5265,0.7104999999999999,0.9795,0.3025,0.3095,0.3695
3,0.9005000000000001,0.9325000000000001,0.6985000000000001,0.4855,0.1525,0.3935,0.8485,0.7155,0.7275,0.6995
4,0.4325,0.2945,0.5665,0.7845,0.7665,0.47950000000000004,0.4195,0.0965,0.3265,0.6755
5,0.8995,0.5255000000000001,0.9585000000000001,0.3635,0.3815,0.0215,0.40750000000000003,0.2565,0.5854999999999999,0.4895
6,0.5405,0.23750000000000002,0.7835000000000001,0.2245,0.9205000000000001,0.9884999999999999,0.0345,0.5685,0.1595,0.17450000000000002
7,0.2885,0.28550000000000003,0.4335,0.9465000000000001,0.1255,0.9045000000000001,0.47950000000000004,0.5655000000000001,0.4485,0.5245
8,0.41050000000000003,0.2715,0.0905,0.6505000000000001,0.8135000000000001,0.6845000000000001,0.5495000000000001,0.0425,0.7435,0.1615
9,0.6685000000000001,0.4385,0.2455,0.20650000000000002,0.7655000000000001,0.8975,0.2425,0.7645,0.9405000000000001,0.2615
10,0.2905,0.2545,0.4055,0.8875,0.1615,0.3195,0.3195,0.0645,0.4845,0.5365
11,0.8075000000000001,0.0695,0.20550000000000002,0.4385,0.4415,0.8295000000000001,0.6685000000000001,0.8995,0.9465000000000001,0.8925000000000001
12,0.9215,0.1105,0.40750000000000003,0.1245,0.1705,0.7435,0.1965,0.28450000000000003,0.6505000000000001,0.2165
13,0.4685,0.9735,0.20650000000000002,0.4845,0.9635,0.2515,0.8694999999999999,0.35150000000000003,0.9545000000000001,0.8465
14,0.0475,0.3205,0.0055,0.7095,0.4005,0.3155,0.4365,0.6194999999999999,0.3175,0.2105
15,0.6395,0.5994999999999999,0.6255,0.5385,0.34950000000000003,0.0435,0.2115,0.8365,0.5555000000000001,0.7805
16,0.6465000000000001,0.9695,0.1805,0.3255,0.4365,0.2095,0.9075,0.9345000000000001,0.8634999999999999,0.6074999999999999
17,0.5365,0.8905000000000001,0.4995,0.026500000000000003,0.7915000000000001,0.9065000000000001,0.3285,0.1675,0.1755,0.8145
18,0.0595,0.018500000000000003,0.8694999999999999,0.5545,0.7755000000000001,0.0555,0.6085,0.3965,0.3695,0.9835
19,0.6065,0.5525,0.3065,0.2785,0.4035,0.3125,0.6475,0.2605,0.35150000000000003,0.2695
