,nTrends,nFunds,liq,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.6705000000000001,0.1265,0.14250000000000002,0.0885,0.5774999999999999,0.2795,0.1275,0.3535,0.6605000000000001,0.7745
1,0.5515000000000001,0.7615000000000001,0.6655,0.8915,0.5785,0.0635,0.1975,0.2155,0.23850000000000002,0.20350000000000001
2,0.9295,0.1565,0.1695,0.7005000000000001,0.7715000000000001,0.3825,0.2715,0.3435,0.20450000000000002,0.6125
3,0.2485,0.7455,0.3225,0.9535,0.8434999999999999,0.4195,0.41050000000000003,0.7655000000000001,0.0195,0.3385
4,0.3315,0.5885,0.8734999999999999,0.4645,0.1165,0.7655000000000001,0.1095,0.9924999999999999,0.0925,0.9555
5,0.8265,0.2205,0.2115,0.8694999999999999,0.1905,0.7875000000000001,0.9615,0.8285,0.9425000000000001,0.4045
6,0.4685,0.9575,0.0985,0.7865,0.4015,0.8325,0.5375000000000001,0.3225,0.07150000000000001,0.8674999999999999
7,0.41050000000000003,0.4605,0.6625000000000001,0.6525000000000001,0.5635000000000001,0.1705,0.1545,0.2905,0.2475,0.3765
8,0.20650000000000002,0.5325,0.9065000000000001,0.4295,0.9884999999999999,0.3665,0.8434999999999999,0.2785,0.7455,0.0955
9,0.3415,0.0985,0.0465,0.0925,0.018500000000000003,0.5135000000000001,0.6315,0.0595,0.2325,0.41150000000000003
10,0.17450000000000002,0.7264999999999999,0.3715,0.2905,0.0345,0.6555,0.3195,0.47450000000000003,0.28750000000000003,0.7475
11,0.4015,0.0785,0.3285,0.1495,0.5135000000000001,0.7935000000000001,0.23650000000000002,0.3695,0.2255,0.10250000000000001
12,0.8175000000000001,0.8805000000000001,0.3425,0.4215,0.20450000000000002,0.9065000000000001,0.7115,0.0285,0.1525,0.9005000000000001
13,0.5015000000000001,0.8734999999999999,0.8405,0.11850000000000001,0.1625,0.6094999999999999,0.6085,0.5605,0.0835,0.3865
14,0.6525000000000001,0.4005,0.1155,0.3305,0.7005000000000001,0.6465000000000001,0.2155,0.3915,0.2135,0.3135
15,0.2675,0.4405,0.1225,0.5525,0.3915,0.2955,0.3235,0.34750000000000003,0.6885000000000001,0.6265000000000001
16,0.7565,0.6695,0.1395,0.9884999999999999,0.0775,0.2715,0.7835000000000001,0.5615000000000001,0.2235,0.4665
17,0.6045,0.47050000000000003,0.8165,0.4985,0.1155,0.3525,0.0645,0.7155,0.0005,0.0895
18,0.0755,0.7915000000000001,0.8654999999999999,0.1075,0.2545,0.7204999999999999,0.3655,0.8915,0.4465,0.5735000000000001
19,0.6745000000000001,0.9175,0.4165,0.7615000000000001,0.1965,0.014499999999999999,0.6125,0.3815,0.6105,0.5845
20,0.6014999999999999,0.5685,0.6735,0.5475000000000001,0.6785000000000001,0.8714999999999999,0.6045,0.4575,0.8975,0.036500000000000005
21,0.6034999999999999,0.20350000000000001,0.2025,0.0245,0.1215,0.28550000000000003,0.4375,0.4685,0.1695,0.0385
22,0.07050000000000001,0.14150000000000001,0.1635,0.1665,0.1515,0.2495,0.1565,0.1255,0.8175000000000001,0.0305
23,0.5195000000000001,0.7765,0.6305000000000001,0.7955000000000001,0.6014999999999999,0.8614999999999999,0.4225,0.0315,0.1675,0.6295
24,0.3835,0.8385,0.3015,0.4015,0.2305,0.8075000000000001,0.3705,0.7545,0.4835,0.013500000000000002
25,0.6475,0.7335,0.5974999999999999,0.8755,0.1075,0.1695,0.5525,0.2015,0.8305,0.07050000000000001
