,nTrends,nFunds,liq,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.0945,0.7355,0.5005,0.3935,0.3165,0.8115000000000001,0.9455,0.5774999999999999,0.9984999999999999,0.34650000000000003
1,0.7415,0.1555,0.7215,0.4665,0.0625,0.9575,0.3635,0.8605,0.7775000000000001,0.7495
2,0.3765,0.4985,0.1685,0.6545000000000001,0.4165,0.5325,0.2765,0.3095,0.6074999999999999,0.4525
3,0.8015000000000001,0.3315,0.0015,0.0425,0.8235000000000001,0.7975000000000001,0.6005,0.5765,0.2225,0.3665
4,0.5545,0.4655,0.5135000000000001,0.7484999999999999,0.9895,0.1985,0.17250000000000001,0.2325,0.2885,0.1875
5,0.9335,0.7995000000000001,0.0315,0.7104999999999999,0.9095,0.3005,0.9245000000000001,0.9664999999999999,0.0125,0.3205
6,0.4335,0.9585000000000001,0.6275,0.0205,0.8075000000000001,0.8394999999999999,0.6795,0.1385,0.0305,0.7444999999999999
7,0.7685,0.3255,0.3005,0.3245,0.3285,0.3525,0.8494999999999999,0.4255,0.3295,0.3435
8,0.7475,0.006500000000000001,0.3535,0.7845,0.6555,0.6425000000000001,0.9615,0.5135000000000001,0.5415000000000001,0.4955
9,0.2535,0.0875,0.8035000000000001,0.07250000000000001,0.8565,0.5355000000000001,0.5535000000000001,0.1955,0.7175,0.5725
10,0.2265,0.8465,0.7655000000000001,0.5805,0.6194999999999999,0.3885,0.3615,0.3695,0.1055,0.7275
11,0.7035,0.7124999999999999,0.23750000000000002,0.9855,0.9604999999999999,0.6005,0.4905,0.10350000000000001,0.5805,0.2735
12,0.7115,0.8454999999999999,0.2315,0.7875000000000001,0.7475,0.2285,0.6675,0.4245,0.0195,0.1195
13,0.8755,0.4285,0.8694999999999999,0.9435,0.8865000000000001,0.5115000000000001,0.17450000000000002,0.6275,0.5755000000000001,0.7635000000000001
14,0.6535,0.5715000000000001,0.3925,0.2215,0.7835000000000001,0.6845000000000001,0.2515,0.1355,0.8574999999999999,0.6094999999999999
15,0.4525,0.7615000000000001,0.3225,0.1645,0.6745000000000001,0.5555000000000001,0.20450000000000002,0.4855,0.6305000000000001,0.8125
16,0.0085,0.8625,0.7324999999999999,0.4245,0.8935,0.23850000000000002,0.6815,0.6525000000000001,0.2415,0.8385
17,0.5645,0.3055,0.013500000000000002,0.8305,0.2305,0.6985000000000001,0.3605,0.7535000000000001,0.6555,0.41350000000000003
18,0.6034999999999999,0.8634999999999999,0.4885,0.0375,0.41350000000000003,0.23650000000000002,0.2115,0.28450000000000003,0.7184999999999999,0.6435
19,0.2425,0.7975000000000001,0.2005,0.2465,0.4935,0.8845000000000001,0.7195,0.9935,0.5165,0.8775
20,0.6875,0.5565,0.6045,0.1325,0.7815000000000001,0.035500000000000004,0.2265,0.0045000000000000005,0.1595,0.8025
21,0.6154999999999999,0.47650000000000003,0.2765,0.6735,0.5295000000000001,0.2395,0.0565,0.0435,0.6365000000000001,0.7404999999999999
22,0.3975,0.7164999999999999,0.1665,0.5765,0.8694999999999999,0.47250000000000003,0.5925,0.9055,0.1475,0.6835
23,0.8155000000000001,0.8345,0.7075,0.7444999999999999,0.6485000000000001,0.9125000000000001,0.2475,0.6635,0.23450000000000001,0.2695
24,0.7284999999999999,0.5974999999999999,0.2545,0.4475,0.0695,0.2145,0.14350000000000002,0.23750000000000002,0.7344999999999999,0.9535
25,0.9425000000000001,0.2165,0.6535,0.4165,0.1005,0.0925,0.035500000000000004,0.0325,0.1835,0.0645
26,0.2325,0.052500000000000005,0.1835,0.8955,0.7855000000000001,0.9545000000000001,0.2415,0.9005000000000001,0.2995,0.3145
27,0.9684999999999999,0.9924999999999999,0.6205,0.7244999999999999,0.3535,0.5874999999999999,0.1695,0.6815,0.8905000000000001,0.9015
28,0.8895,0.8425,0.8554999999999999,0.5825,0.0035,0.6495,0.3815,0.7395,0.4015,0.8225
29,0.9295,0.5185,0.3375,0.9275,0.3755,0.7755000000000001,0.47050000000000003,0.3665,0.7035,0.052500000000000005
30,0.9145000000000001,0.7495,0.7464999999999999,0.5994999999999999,0.4335,0.7195,0.9295,0.9035,0.0495,0.1555
31,0.9065000000000001,0.4385,0.1795,0.7005000000000001,0.3425,0.3145,0.0405,0.5545,0.1975,0.7885
32,0.2755,0.4575,0.8275000000000001,0.5155000000000001,0.8875,0.9565000000000001,0.5525,0.8215000000000001,0.5235000000000001,0.010499999999999999
33,0.9804999999999999,0.5205,0.2435,0.8605,0.7865,0.8795,0.0925,0.1345,0.20650000000000002,0.6905000000000001
34,0.4265,0.6065,0.7755000000000001,0.7144999999999999,0.4425,0.5015000000000001,0.3985,0.2715,0.8614999999999999,0.5625
35,0.2255,0.9565000000000001,0.5865,0.3375,0.1785,0.0845,0.2675,0.6385000000000001,0.9684999999999999,0.40650000000000003
36,0.8235000000000001,0.7885,0.7244999999999999,0.6225,0.4385,0.6065,0.6174999999999999,0.9235,0.3405,0.0855
37,0.4865,0.46950000000000003,0.7424999999999999,0.8625,0.46950000000000003,0.5834999999999999,0.0885,0.5125,0.6985000000000001,0.9275
38,0.6134999999999999,0.6875,0.9125000000000001,0.1865,0.47450000000000003,0.9315,0.6205,0.47150000000000003,0.2305,0.9904999999999999
39,0.9695,0.3905,0.8865000000000001,0.20850000000000002,0.8755,0.6765000000000001,0.7464999999999999,0.2235,0.2655,0.5814999999999999
40,0.6795,0.0795,0.0955,0.2395,0.0925,0.3715,0.7155,0.9125000000000001,0.5065,0.8845000000000001
41,0.6935,0.1925,0.9764999999999999,0.9944999999999999,0.4025,0.8905000000000001,0.5415000000000001,0.2515,0.9385000000000001,0.40850000000000003
42,0.7095,0.14250000000000002,0.9615,0.9355,0.9115,0.7685,0.7264999999999999,0.3795,0.3425,0.2745
43,0.0915,0.0405,0.7545,0.4575,0.0195,0.3955,0.9445000000000001,0.2635,0.6234999999999999,0.6775
44,0.1115,0.3715,0.8785000000000001,0.1585,0.4325,0.4625,0.6335,0.0895,0.8805000000000001,0.2245
45,0.9495,0.6925000000000001,0.6194999999999999,0.6145,0.7825,0.2565,0.4245,0.1795,0.1565,0.2705
46,0.4965,0.4035,0.3945,0.1965,0.8925000000000001,0.5155000000000001,0.6585000000000001,0.025500000000000002,0.2005,0.8554999999999999
47,0.6855,0.0965,0.1695,0.9005000000000001,0.8805000000000001,0.6174999999999999,0.41250000000000003,0.9864999999999999,0.1865,0.35150000000000003
48,0.4415,0.3065,0.8185,0.3595,0.9575,0.2645,0.8574999999999999,0.1475,0.6905000000000001,0.9295
49,0.8055000000000001,0.9375,0.8845000000000001,0.9764999999999999,0.1955,0.1655,0.7785,0.0785,0.6835,0.5695000000000001
50,0.6255,0.1065,0.28550000000000003,0.5794999999999999,0.4885,0.8055000000000001,0.5385,0.1365,0.7204999999999999,0.5145
51,0.1835,0.47050000000000003,0.9005000000000001,0.8614999999999999,0.7735000000000001,0.3345,0.0195,0.17450000000000002,0.5195000000000001,0.7035
52,0.1965,0.9675,0.34550000000000003,0.7135,0.9405000000000001,0.6355,0.3315,0.0815,0.47350000000000003,0.009500000000000001
53,0.5755000000000001,0.3645,0.7175,0.8645,0.6975,0.8105,0.3255,0.3005,0.1885,0.6675
54,0.2595,0.1635,0.8015000000000001,0.0195,0.6585000000000001,0.4575,0.6705000000000001,0.1665,0.006500000000000001,0.5095000000000001
55,0.4805,0.7915000000000001,0.0645,0.9415,0.9595,0.0275,0.2095,0.2135,0.8514999999999999,0.7705
56,0.41550000000000004,0.0225,0.9355,0.07150000000000001,0.8605,0.8245,0.9935,0.6355,0.4565,0.6795
