,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.3685,0.3245,0.9675,0.7995000000000001,0.2195,0.9855,0.4675,0.7335,0.4975,0.7965,0.0425
1,0.0155,0.1065,0.5635000000000001,0.4575,0.0765,0.0345,0.9955,0.8354999999999999,0.9835,0.9515,0.6555
2,0.6275,0.1565,0.2955,0.2905,0.9335,0.5535000000000001,0.8334999999999999,0.1405,0.6174999999999999,0.7395,0.6905000000000001
3,0.6165,0.7935000000000001,0.5285,0.2155,0.3595,0.2005,0.7655000000000001,0.2555,0.6765000000000001,0.9255,0.8594999999999999
4,0.5695000000000001,0.8534999999999999,0.5725,0.0985,0.9125000000000001,0.7975000000000001,0.9035,0.5555000000000001,0.1585,0.5994999999999999,0.0785
5,0.5945,0.20550000000000002,0.7335,0.0545,0.2905,0.4285,0.6525000000000001,0.1295,0.9105000000000001,0.9485000000000001,0.6535
6,0.4265,0.7625,0.8065,0.7164999999999999,0.1965,0.1465,0.6185,0.9585000000000001,0.9345000000000001,0.1125,0.41150000000000003
7,0.1325,0.6495,0.9844999999999999,0.2895,0.9265000000000001,0.3335,0.4975,0.2305,0.1965,0.8035000000000001,0.1095
8,0.20850000000000002,0.47350000000000003,0.3255,0.5145,0.5025,0.7324999999999999,0.1605,0.6005,0.3045,0.0455,0.5305
9,0.9015,0.5075000000000001,0.9345000000000001,0.9405000000000001,0.6455,0.2725,0.1115,0.6114999999999999,0.4675,0.9875,0.5905
10,0.1645,0.1125,0.1325,0.0625,0.1645,0.1265,0.5865,0.4915,0.3075,0.6025,0.7925
11,0.9395,0.2785,0.0425,0.8674999999999999,0.6775,0.9604999999999999,0.0535,0.4315,0.9545000000000001,0.5965,0.2145
12,0.7475,0.3745,0.9235,0.7725,0.8165,0.009500000000000001,0.8905000000000001,0.035500000000000004,0.5745,0.40750000000000003,0.10350000000000001
13,0.2115,0.4205,0.3755,0.9005000000000001,0.8585,0.0085,0.3955,0.8295000000000001,0.3885,0.6625000000000001,0.4045
14,0.0035,0.3165,0.2165,0.9545000000000001,0.6174999999999999,0.9565000000000001,0.5655000000000001,0.0755,0.0245,0.3325,0.2615
15,0.7064999999999999,0.0575,0.28450000000000003,0.1505,0.4395,0.0295,0.0795,0.1545,0.5115000000000001,0.4935,0.052500000000000005
16,0.6675,0.8095000000000001,0.3125,0.0875,0.3305,0.7925,0.9025000000000001,0.41550000000000004,0.4245,0.3175,0.2255
17,0.0885,0.23550000000000001,0.6365000000000001,0.6815,0.2535,0.9465000000000001,0.2545,0.5285,0.3785,0.5005,0.5395000000000001
