,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.199,0.087,0.871,0.807,0.301,0.851,0.239,0.635,0.6970000000000001,0.199,0.839
1,0.28900000000000003,0.28500000000000003,0.739,0.47300000000000003,0.259,0.109,0.559,0.639,0.653,0.735,0.089
2,0.613,0.511,0.273,0.671,0.423,0.8290000000000001,0.555,0.591,0.247,0.003,0.527
3,0.725,0.113,0.447,0.8250000000000001,0.623,0.909,0.449,0.913,0.533,0.893,0.357
4,0.097,0.133,0.355,0.453,0.743,0.087,0.935,0.319,0.281,0.169,0.23700000000000002
5,0.997,0.017,0.467,0.003,0.895,0.715,0.295,0.261,0.667,0.687,0.935
6,0.523,0.273,0.067,0.271,0.099,0.059,0.8190000000000001,0.805,0.975,0.885,0.961
7,0.737,0.067,0.769,0.975,0.517,0.719,0.529,0.887,0.771,0.777,0.9470000000000001
8,0.389,0.535,0.023,0.259,0.053000000000000005,0.449,0.539,0.875,0.091,0.669,0.47100000000000003
9,0.20500000000000002,0.337,0.267,0.895,0.485,0.34500000000000003,0.435,0.559,0.8230000000000001,0.5630000000000001,0.447
10,0.035,0.667,0.481,0.10300000000000001,0.165,0.637,0.735,0.593,0.28500000000000003,0.491,0.587
11,0.40900000000000003,0.869,0.059,0.339,0.335,0.721,0.865,0.5710000000000001,0.489,0.791,0.10500000000000001
12,0.539,0.901,0.5730000000000001,0.035,0.723,0.973,0.035,0.655,0.673,0.8150000000000001,0.215
13,0.455,0.491,0.9590000000000001,0.999,0.783,0.401,0.019000000000000003,0.671,0.8310000000000001,0.875,0.461
14,0.163,0.147,0.975,0.47500000000000003,0.609,0.711,0.125,0.599,0.367,0.9510000000000001,0.40700000000000003
15,0.273,0.34700000000000003,0.369,0.41300000000000003,0.539,0.931,0.617,0.933,0.381,0.889,0.881
16,0.309,0.9550000000000001,0.247,0.765,0.20700000000000002,0.157,0.6970000000000001,0.751,0.935,0.343,0.361
17,0.295,0.10500000000000001,0.737,0.5710000000000001,0.28700000000000003,0.193,0.9470000000000001,0.517,0.41500000000000004,0.681,0.305
18,0.845,0.421,0.41300000000000003,0.061,0.169,0.741,0.183,0.837,0.727,0.785,0.263
19,0.747,0.741,0.269,0.023,0.041,0.28500000000000003,0.773,0.227,0.261,0.159,0.833
20,0.9490000000000001,0.433,0.275,0.253,0.309,0.621,0.055,0.615,0.753,0.997,0.339
21,0.249,0.625,0.677,0.787,0.007,0.023,0.053000000000000005,0.353,0.797,0.013000000000000001,0.267
22,0.763,0.089,0.977,0.6950000000000001,0.157,0.633,0.8310000000000001,0.769,0.773,0.9530000000000001,0.249
23,0.303,0.871,0.599,0.113,0.789,0.215,0.241,0.971,0.425,0.623,0.443
24,0.993,0.529,0.881,0.657,0.47100000000000003,0.489,0.277,0.705,0.427,0.083,0.909
25,0.121,0.8190000000000001,0.583,0.055,0.215,0.9450000000000001,0.841,0.049,0.043,0.897,0.677
26,0.859,0.905,0.499,0.875,0.999,0.641,0.34900000000000003,0.427,0.423,0.215,0.841
27,0.757,0.679,0.999,0.34900000000000003,0.535,0.9470000000000001,0.131,0.679,0.34900000000000003,0.863,0.633
28,0.545,0.247,0.6930000000000001,0.327,0.163,0.123,0.711,0.777,0.177,0.203,0.181
29,0.559,0.47700000000000004,0.015,0.043,0.125,0.983,0.519,0.463,0.749,0.295,0.791
30,0.535,0.035,0.6910000000000001,0.543,0.711,0.323,0.653,0.061,0.057,0.977,0.227
31,0.965,0.987,0.405,0.929,0.187,0.739,0.191,0.305,0.167,0.229,0.867
32,0.447,0.859,0.743,0.125,0.323,0.847,0.40900000000000003,0.907,0.547,0.391,0.517
33,0.679,0.153,0.20900000000000002,0.027000000000000003,0.971,0.717,0.887,0.043,0.585,0.439,0.045
34,0.23500000000000001,0.501,0.803,0.585,0.599,0.361,0.279,0.14300000000000002,0.759,0.277,0.459
35,0.621,0.9450000000000001,0.001,0.517,0.515,0.9530000000000001,0.491,0.025,0.463,0.835,0.155
36,0.759,0.913,0.077,0.5690000000000001,0.461,0.371,0.393,0.855,0.863,0.115,0.5710000000000001
37,0.253,0.431,0.177,0.547,0.797,0.419,0.685,0.193,0.187,0.217,0.317
38,0.791,0.5750000000000001,0.745,0.9390000000000001,0.9390000000000001,0.749,0.17300000000000001,0.263,0.081,0.419,0.725
39,0.005,0.091,0.115,0.363,0.265,0.753,0.723,0.7010000000000001,0.8270000000000001,0.761,0.20700000000000002
