,nTrends,nFunds,liq,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.6905000000000001,0.6715,0.0755,0.7104999999999999,0.8765000000000001,0.5085,0.6575,0.1475,0.9644999999999999,0.3165
1,0.0975,0.7685,0.5335000000000001,0.4815,0.3685,0.009500000000000001,0.5945,0.7255,0.009500000000000001,0.8305
2,0.2485,0.9795,0.2735,0.6165,0.7155,0.0945,0.6835,0.47950000000000004,0.9365000000000001,0.5934999999999999
3,0.5145,0.3195,0.4235,0.3945,0.1525,0.6125,0.2945,0.14150000000000001,0.4935,0.5445
4,0.8795,0.5455000000000001,0.2325,0.3675,0.9375,0.1395,0.2725,0.9604999999999999,0.6285000000000001,0.4315
5,0.5425,0.5155000000000001,0.3925,0.6225,0.4865,0.2315,0.5465,0.40750000000000003,0.1765,0.9295
6,0.2785,0.6014999999999999,0.5874999999999999,0.17450000000000002,0.1625,0.8285,0.5315000000000001,0.1635,0.3385,0.6685000000000001
7,0.3945,0.0675,0.9844999999999999,0.2975,0.7455,0.3345,0.7235,0.8925000000000001,0.0555,0.0085
8,0.0405,0.6885000000000001,0.5385,0.2615,0.2535,0.8545,0.3075,0.0335,0.025500000000000002,0.3375
9,0.3575,0.7375,0.9185000000000001,0.0445,0.6865000000000001,0.1755,0.4855,0.2985,0.3955,0.9755
10,0.7025000000000001,0.0405,0.9795,0.7005000000000001,0.8115000000000001,0.8015000000000001,0.7695000000000001,0.0615,0.6034999999999999,0.2735
11,0.7645,0.5745,0.8135000000000001,0.3735,0.23450000000000001,0.9575,0.009500000000000001,0.2805,0.28250000000000003,0.5105
12,0.9844999999999999,0.5475000000000001,0.4885,0.4955,0.6845000000000001,0.8574999999999999,0.4005,0.1065,0.9904999999999999,0.9365000000000001
13,0.7444999999999999,0.1085,0.0925,0.8685,0.40850000000000003,0.0685,0.7545,0.3135,0.0425,0.7735000000000001
14,0.2465,0.5315000000000001,0.4825,0.2465,0.052500000000000005,0.2615,0.8175000000000001,0.2335,0.9445000000000001,0.9245000000000001
15,0.1815,0.9835,0.3535,0.07050000000000001,0.7815000000000001,0.4525,0.9325000000000001,0.3955,0.6045,0.1535
16,0.8955,0.3415,0.8705,0.7635000000000001,0.3855,0.0245,0.4035,0.9045000000000001,0.1895,0.4935
17,0.5135000000000001,0.5695000000000001,0.34650000000000003,0.5735000000000001,0.8255000000000001,0.0935,0.6014999999999999,0.2395,0.8765000000000001,0.1845
18,0.9365000000000001,0.4885,0.6185,0.5794999999999999,0.2435,0.2955,0.9055,0.3325,0.7384999999999999,0.9345000000000001
19,0.3305,0.3995,0.9755,0.2625,0.9835,0.6905000000000001,0.3915,0.5035000000000001,0.23850000000000002,0.1265
20,0.7404999999999999,0.7344999999999999,0.3095,0.6635,0.28550000000000003,0.4515,0.1085,0.3775,0.0815,0.7224999999999999
21,0.9824999999999999,0.0375,0.7875000000000001,0.8125,0.8095000000000001,0.2555,0.3005,0.3255,0.7295,0.47150000000000003
22,0.1655,0.1685,0.20850000000000002,0.9684999999999999,0.1255,0.4925,0.5385,0.0205,0.6225,0.8225
23,0.8374999999999999,0.9425000000000001,0.9495,0.4975,0.7725,0.6575,0.6365000000000001,0.3245,0.6094999999999999,0.40750000000000003
24,0.47950000000000004,0.3185,0.0985,0.5265,0.0395,0.1815,0.0545,0.7895000000000001,0.9824999999999999,0.6034999999999999
25,0.8865000000000001,0.018500000000000003,0.6805000000000001,0.8865000000000001,0.8285,0.9555,0.8095000000000001,0.4555,0.20450000000000002,0.0925
26,0.0935,0.41050000000000003,0.3275,0.2245,0.2255,0.8414999999999999,0.7925,0.4235,0.7424999999999999,0.0635
27,0.9325000000000001,0.9724999999999999,0.0915,0.8614999999999999,0.23650000000000002,0.3625,0.9904999999999999,0.8175000000000001,0.6675,0.2685
28,0.8245,0.1945,0.1405,0.8895,0.7945,0.1485,0.4525,0.1975,0.0745,0.6475
29,0.1095,0.9325000000000001,0.9775,0.7084999999999999,0.47650000000000003,0.2725,0.3155,0.17350000000000002,0.2985,0.5585
30,0.3655,0.23550000000000001,0.9944999999999999,0.6885000000000001,0.6065,0.7735000000000001,0.2975,0.5925,0.7795000000000001,0.0575
31,0.1615,0.4205,0.6695,0.7475,0.0005,0.9844999999999999,0.1795,0.3595,0.0895,0.8394999999999999
32,0.7084999999999999,0.3895,0.4665,0.0305,0.28650000000000003,0.7555000000000001,0.4815,0.9835,0.5635000000000001,0.3335
33,0.6445000000000001,0.4355,0.0785,0.6655,0.3535,0.5265,0.5175000000000001,0.3525,0.40950000000000003,0.8155000000000001
34,0.4665,0.0305,0.5465,0.47750000000000004,0.0465,0.4275,0.2635,0.1275,0.8405,0.7124999999999999
35,0.9695,0.4975,0.3385,0.8354999999999999,0.2615,0.6445000000000001,0.3305,0.5814999999999999,0.8614999999999999,0.7484999999999999
36,0.8995,0.7705,0.2135,0.6505000000000001,0.8215000000000001,0.6054999999999999,0.6415,0.23750000000000002,0.9345000000000001,0.7304999999999999
37,0.5155000000000001,0.6595,0.7315,0.4305,0.1695,0.2575,0.47250000000000003,0.8185,0.4945,0.6945000000000001
38,0.9604999999999999,0.4495,0.9075,0.6045,0.2245,0.8265,0.0485,0.5215000000000001,0.8125,0.9955
39,0.0015,0.8975,0.41150000000000003,0.7905,0.1755,0.5745,0.9185000000000001,0.9135,0.1105,0.20350000000000001
40,0.2715,0.9335,0.7035,0.1935,0.47250000000000003,0.6114999999999999,0.1295,0.7765,0.3665,0.5794999999999999
41,0.9505000000000001,0.0965,0.41250000000000003,0.6665000000000001,0.2665,0.4615,0.6074999999999999,0.20750000000000002,0.0325,0.8075000000000001
42,0.5675000000000001,0.6355,0.2925,0.9695,0.4485,0.0295,0.8185,0.4835,0.6234999999999999,0.013500000000000002
43,0.8634999999999999,0.2765,0.9245000000000001,0.8995,0.0885,0.9955,0.0115,0.8165,0.5665,0.5665
44,0.0985,0.7235,0.1065,0.7284999999999999,0.1585,0.6875,0.6255,0.6525000000000001,0.7395,0.2625
