,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.9045000000000001,0.7464999999999999,0.8325,0.2495,0.7865,0.4295,0.9155,0.2415,0.5914999999999999,0.4595,0.1845
1,0.6014999999999999,0.14350000000000002,0.9495,0.1405,0.5465,0.8725,0.2135,0.0195,0.1135,0.1755,0.7855000000000001
2,0.7344999999999999,0.8694999999999999,0.9535,0.5834999999999999,0.7765,0.5225,0.1605,0.2805,0.7585,0.6655,0.6925000000000001
3,0.0925,0.6485000000000001,0.5445,0.3705,0.7715000000000001,0.4815,0.1875,0.4175,0.7975000000000001,0.9225000000000001,0.3325
4,0.8245,0.1695,0.3575,0.3295,0.1625,0.2305,0.1665,0.5055000000000001,0.7395,0.6134999999999999,0.4935
5,0.2675,0.3565,0.0785,0.7315,0.6345000000000001,0.47650000000000003,0.10350000000000001,0.2685,0.8135000000000001,0.8405,0.7505
6,0.4175,0.2335,0.3965,0.8205,0.3335,0.1695,0.7925,0.7755000000000001,0.3395,0.0045000000000000005,0.2335
7,0.8605,0.20850000000000002,0.6445000000000001,0.9775,0.3365,0.6555,0.1535,0.8734999999999999,0.4515,0.4325,0.0675
8,0.11750000000000001,0.9635,0.0035,0.8574999999999999,0.2095,0.5894999999999999,0.8714999999999999,0.5355000000000001,0.7935000000000001,0.4185,0.23450000000000001
9,0.6645000000000001,0.0435,0.9924999999999999,0.5954999999999999,0.1765,0.2265,0.9595,0.20650000000000002,0.6025,0.2425,0.7525
10,0.5175000000000001,0.3735,0.3995,0.9115,0.0225,0.3275,0.9604999999999999,0.2595,0.9675,0.7304999999999999,0.0775
11,0.6615,0.3205,0.5954999999999999,0.23450000000000001,0.7935000000000001,0.0675,0.6925000000000001,0.1785,0.7344999999999999,0.0335,0.7104999999999999
12,0.3895,0.10350000000000001,0.6074999999999999,0.9944999999999999,0.7384999999999999,0.2565,0.5985,0.7955000000000001,0.4805,0.9944999999999999,0.9435
13,0.4605,0.0685,0.9545000000000001,0.7255,0.2795,0.7595000000000001,0.20550000000000002,0.1095,0.3405,0.8195000000000001,0.9035
14,0.2195,0.8585,0.2795,0.1055,0.8265,0.3525,0.8225,0.2225,0.1795,0.7144999999999999,0.3345
15,0.7625,0.2995,0.7355,0.7215,0.7164999999999999,0.6865000000000001,0.4485,0.9935,0.6485000000000001,0.2885,0.5834999999999999
16,0.4945,0.7595000000000001,0.5715000000000001,0.9265000000000001,0.2105,0.2515,0.8434999999999999,0.4015,0.5615000000000001,0.7475,0.8005
17,0.1845,0.8885000000000001,0.4335,0.2165,0.7875000000000001,0.7575000000000001,0.3415,0.7525,0.0335,0.7455,0.9325000000000001
18,0.3685,0.5655000000000001,0.0295,0.7264999999999999,0.2635,0.7995000000000001,0.1385,0.9285000000000001,0.4505,0.34550000000000003,0.6975
19,0.8905000000000001,0.8725,0.1495,0.0965,0.1665,0.47750000000000004,0.0195,0.6395,0.052500000000000005,0.4275,0.0595
20,0.6205,0.2695,0.1675,0.5105,0.5355000000000001,0.7135,0.7444999999999999,0.5715000000000001,0.3995,0.8835,0.8725
21,0.7495,0.5715000000000001,0.1265,0.9595,0.4925,0.0425,0.6345000000000001,0.0505,0.5375000000000001,0.9795,0.0345
22,0.8155000000000001,0.23650000000000002,0.4425,0.2795,0.5525,0.4805,0.11750000000000001,0.2445,0.9525000000000001,0.2945,0.4475
23,0.3605,0.9615,0.2645,0.07050000000000001,0.7484999999999999,0.0155,0.7855000000000001,0.2755,0.8585,0.6325000000000001,0.7625
24,0.6625000000000001,0.9245000000000001,0.7895000000000001,0.1855,0.4685,0.5914999999999999,0.2295,0.009500000000000001,0.5705,0.1695,0.5015000000000001
25,0.5645,0.8965000000000001,0.4305,0.7135,0.8825000000000001,0.2485,0.9385000000000001,0.0695,0.8865000000000001,0.7035,0.7035
26,0.0745,0.5105,0.5485,0.0955,0.3285,0.9624999999999999,0.1885,0.0895,0.7615000000000001,0.6345000000000001,0.7335
27,0.3045,0.7805,0.8235000000000001,0.5475000000000001,0.9275,0.14350000000000002,0.6945000000000001,0.4285,0.6385000000000001,0.7555000000000001,0.2785
28,0.1775,0.34550000000000003,0.3045,0.5115000000000001,0.9644999999999999,0.6455,0.7635000000000001,0.6935,0.7695000000000001,0.5035000000000001,0.3425
29,0.2145,0.3115,0.8305,0.2095,0.0545,0.5605,0.2515,0.8225,0.2515,0.1275,0.2445
30,0.6225,0.9955,0.1485,0.6685000000000001,0.9784999999999999,0.4915,0.5565,0.8265,0.0435,0.2965,0.5045
31,0.28250000000000003,0.5275000000000001,0.3065,0.6255,0.8225,0.6234999999999999,0.8055000000000001,0.1715,0.5485,0.4855,0.0625
32,0.6335,0.7084999999999999,0.1345,0.9704999999999999,0.3145,0.1135,0.9175,0.0045000000000000005,0.9105000000000001,0.9415,0.9875
33,0.7975000000000001,0.5405,0.9255,0.4165,0.8775,0.2615,0.8975,0.9115,0.1785,0.6114999999999999,0.3805
34,0.9415,0.4435,0.8085,0.8605,0.3075,0.2935,0.4395,0.9045000000000001,0.8705,0.1225,0.6775
35,0.3675,0.4045,0.7244999999999999,0.7575000000000001,0.0285,0.3995,0.9575,0.0555,0.35050000000000003,0.0545,0.4835
36,0.5805,0.8574999999999999,0.7475,0.41550000000000004,0.7395,0.0935,0.0035,0.3075,0.4215,0.6875,0.5755000000000001
37,0.7375,0.009500000000000001,0.1155,0.5615000000000001,0.8394999999999999,0.7404999999999999,0.8935,0.7845,0.2015,0.5405,0.2405
38,0.5335000000000001,0.0195,0.7995000000000001,0.4355,0.5965,0.0915,0.5825,0.7575000000000001,0.6495,0.7505,0.9624999999999999
39,0.6585000000000001,0.3785,0.0695,0.0195,0.3865,0.5075000000000001,0.28750000000000003,0.8115000000000001,0.6355,0.1915,0.0945
40,0.0375,0.9435,0.7785,0.0595,0.0385,0.3185,0.4975,0.0305,0.7315,0.4555,0.10350000000000001
41,0.8145,0.5435000000000001,0.7515000000000001,0.2745,0.9045000000000001,0.3035,0.9835,0.8035000000000001,0.3235,0.5135000000000001,0.1255
42,0.5325,0.5165,0.1455,0.8414999999999999,0.9455,0.1205,0.1485,0.9315,0.8985000000000001,0.9764999999999999,0.2735
43,0.2285,0.1395,0.7885,0.7995000000000001,0.47650000000000003,0.0895,0.1945,0.3045,0.7115,0.7885,0.7875000000000001
44,0.8374999999999999,0.4565,0.8514999999999999,0.5385,0.7475,0.006500000000000001,0.20850000000000002,0.0645,0.1385,0.5195000000000001,0.7985
45,0.4515,0.2895,0.4535,0.5205,0.8915,0.6995,0.5305,0.7044999999999999,0.0945,0.34450000000000003,0.2715
46,0.2965,0.2395,0.4665,0.1775,0.7655000000000001,0.8915,0.4865,0.7025000000000001,0.2325,0.1265,0.4465
47,0.5145,0.1925,0.4205,0.6925000000000001,0.0155,0.2625,0.4505,0.6214999999999999,0.4465,0.3135,0.7895000000000001
48,0.5425,0.4605,0.5854999999999999,0.6845000000000001,0.1255,0.3055,0.6295,0.1815,0.28150000000000003,0.7655000000000001,0.17250000000000001
49,0.5745,0.1795,0.9624999999999999,0.9545000000000001,0.3095,0.2175,0.2635,0.9535,0.6074999999999999,0.5655000000000001,0.6094999999999999
50,0.8654999999999999,0.1215,0.14450000000000002,0.7075,0.9125000000000001,0.8055000000000001,0.4655,0.9595,0.3345,0.7384999999999999,0.7184999999999999
