,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.9285000000000001,0.6194999999999999,0.6025,0.026500000000000003,0.4385,0.7585,0.4515,0.8155000000000001,0.036500000000000005,0.6134999999999999,0.2445
1,0.6525000000000001,0.3295,0.7725,0.8734999999999999,0.5455000000000001,0.4195,0.3685,0.7955000000000001,0.3535,0.8705,0.4955
2,0.0825,0.6585000000000001,0.6505000000000001,0.40650000000000003,0.1845,0.4585,0.7955000000000001,0.4045,0.3905,0.2525,0.2785
3,0.5885,0.3745,0.9495,0.0585,0.5814999999999999,0.7104999999999999,0.3025,0.6565000000000001,0.4335,0.2615,0.0785
4,0.9215,0.1565,0.7655000000000001,0.3725,0.4685,0.0475,0.3945,0.20550000000000002,0.9704999999999999,0.4935,0.9455
5,0.7835000000000001,0.0965,0.4175,0.41250000000000003,0.9684999999999999,0.7035,0.7765,0.9895,0.9875,0.6625000000000001,0.0205
6,0.7184999999999999,0.4035,0.28450000000000003,0.8225,0.7545,0.7424999999999999,0.7355,0.8945000000000001,0.8885000000000001,0.34550000000000003,0.6074999999999999
7,0.8305,0.5675000000000001,0.5135000000000001,0.9944999999999999,0.9815,0.0415,0.6335,0.6105,0.6605000000000001,0.3525,0.4215
8,0.9405000000000001,0.9864999999999999,0.8075000000000001,0.20750000000000002,0.47450000000000003,0.5974999999999999,0.8225,0.4355,0.9465000000000001,0.9855,0.0935
9,0.9185000000000001,0.1695,0.7424999999999999,0.8745,0.0505,0.8005,0.7255,0.6425000000000001,0.2225,0.7195,0.41450000000000004
10,0.4935,0.0685,0.3405,0.14350000000000002,0.1135,0.4215,0.23750000000000002,0.1135,0.5545,0.4865,0.5854999999999999
11,0.3625,0.9964999999999999,0.0435,0.6845000000000001,0.8215000000000001,0.1855,0.1955,0.1715,0.9345000000000001,0.2025,0.6435
12,0.7344999999999999,0.7035,0.9365000000000001,0.6825000000000001,0.0335,0.5255000000000001,0.9215,0.8525,0.5974999999999999,0.5985,0.9415
13,0.7124999999999999,0.4385,0.035500000000000004,0.9405000000000001,0.8105,0.8155000000000001,0.0885,0.17350000000000002,0.2415,0.3975,0.7235
14,0.9115,0.8195000000000001,0.0665,0.6325000000000001,0.9585000000000001,0.2665,0.6875,0.0205,0.6245,0.2265,0.7935000000000001
15,0.7364999999999999,0.5825,0.2275,0.2025,0.47950000000000004,0.0635,0.8045,0.5505,0.2615,0.8245,0.9855
16,0.4945,0.6245,0.7364999999999999,0.8365,0.8625,0.7155,0.8175000000000001,0.4215,0.4605,0.8694999999999999,0.5985
17,0.41350000000000003,0.1085,0.2435,0.9915,0.3095,0.6985000000000001,0.5465,0.0045000000000000005,0.8135000000000001,0.2785,0.7645
18,0.1705,0.3005,0.1405,0.0445,0.6535,0.5415000000000001,0.8195000000000001,0.0645,0.4515,0.2775,0.5455000000000001
19,0.23650000000000002,0.8845000000000001,0.0625,0.23750000000000002,0.7735000000000001,0.1815,0.9125000000000001,0.8795,0.7915000000000001,0.3125,0.8554999999999999
20,0.5814999999999999,0.0445,0.7895000000000001,0.3365,0.8465,0.4025,0.0545,0.3925,0.1595,0.3375,0.0475
21,0.1545,0.5655000000000001,0.2685,0.4955,0.6495,0.7484999999999999,0.8065,0.47750000000000004,0.34550000000000003,0.6635,0.8805000000000001
22,0.1245,0.7875000000000001,0.6755,0.5675000000000001,0.7605,0.11750000000000001,0.8685,0.7155,0.1875,0.7895000000000001,0.5545
23,0.7135,0.1095,0.5085,0.3575,0.9675,0.0615,0.20550000000000002,0.5065,0.2705,0.6715,0.2235
24,0.5215000000000001,0.0805,0.9465000000000001,0.9315,0.1805,0.7375,0.5725,0.0435,0.6255,0.5185,0.9975
25,0.8645,0.20450000000000002,0.6465000000000001,0.7915000000000001,0.8055000000000001,0.3165,0.9855,0.1925,0.7935000000000001,0.2925,0.4405
26,0.4815,0.9485000000000001,0.1365,0.2525,0.2765,0.1365,0.9604999999999999,0.6695,0.026500000000000003,0.9704999999999999,0.2185
27,0.4535,0.4015,0.40650000000000003,0.3685,0.20450000000000002,0.6315,0.1825,0.3145,0.9935,0.7875000000000001,0.8525
28,0.1985,0.9775,0.2915,0.0025,0.9335,0.6154999999999999,0.7745,0.3915,0.1095,0.0615,0.4825
29,0.6074999999999999,0.8745,0.3295,0.1625,0.1885,0.1625,0.2965,0.8015000000000001,0.7815000000000001,0.8325,0.6305000000000001
30,0.9595,0.6315,0.4935,0.6735,0.08650000000000001,0.0745,0.6114999999999999,0.5455000000000001,0.1005,0.6285000000000001,0.3855
31,0.2925,0.1785,0.7935000000000001,0.9764999999999999,0.006500000000000001,0.1095,0.0665,0.2025,0.025500000000000002,0.4565,0.3725
32,0.6205,0.1925,0.6385000000000001,0.4585,0.0025,0.5075000000000001,0.8025,0.6435,0.3075,0.4635,0.4055
33,0.8334999999999999,0.6205,0.2455,0.3765,0.3655,0.8334999999999999,0.1525,0.3585,0.2805,0.9595,0.5075000000000001
34,0.2575,0.1475,0.5325,0.4055,0.1125,0.40650000000000003,0.7695000000000001,0.5994999999999999,0.1795,0.6835,0.7295
35,0.4365,0.1755,0.2175,0.4225,0.6415,0.1685,0.5015000000000001,0.6255,0.4175,0.9095,0.3215
36,0.1895,0.2165,0.6845000000000001,0.5085,0.7665,0.2555,0.3605,0.0845,0.2655,0.2555,0.9255
37,0.9855,0.9684999999999999,0.1885,0.7144999999999999,0.2545,0.1895,0.6985000000000001,0.1915,0.8694999999999999,0.4445,0.9924999999999999
38,0.1865,0.8705,0.9405000000000001,0.6685000000000001,0.28550000000000003,0.1255,0.3415,0.1265,0.5725,0.0955,0.9005000000000001
39,0.6355,0.6114999999999999,0.28650000000000003,0.4475,0.0835,0.7835000000000001,0.0015,0.34450000000000003,0.6325000000000001,0.6455,0.6455
40,0.08650000000000001,0.1895,0.0045000000000000005,0.0835,0.9015,0.1765,0.0625,0.1895,0.1855,0.5954999999999999,0.6545000000000001
41,0.0775,0.8005,0.3635,0.5295000000000001,0.9445000000000001,0.8065,0.8315000000000001,0.2565,0.1135,0.2255,0.9325000000000001
42,0.4175,0.7415,0.2765,0.9924999999999999,0.6885000000000001,0.8025,0.3775,0.0545,0.9764999999999999,0.6655,0.8905000000000001
43,0.7805,0.7905,0.9824999999999999,0.9435,0.5155000000000001,0.1845,0.3305,0.8734999999999999,0.10450000000000001,0.20850000000000002,0.6655
44,0.0905,0.8605,0.5555000000000001,0.2175,0.47050000000000003,0.1355,0.35050000000000003,0.4545,0.1825,0.5225,0.7055
45,0.4995,0.1605,0.1085,0.8895,0.4935,0.5585,0.051500000000000004,0.6785000000000001,0.0285,0.8275000000000001,0.7495
46,0.7384999999999999,0.1225,0.5525,0.5215000000000001,0.0775,0.7115,0.3965,0.8115000000000001,0.6525000000000001,0.4975,0.1235
47,0.8465,0.9835,0.3815,0.5535000000000001,0.6265000000000001,0.6005,0.2745,0.6245,0.5555000000000001,0.9435,0.3355
48,0.7865,0.6825000000000001,0.1805,0.7545,0.3105,0.8985000000000001,0.7084999999999999,0.1005,0.14450000000000002,0.0745,0.2955
49,0.1915,0.8905000000000001,0.1995,0.7444999999999999,0.4205,0.8975,0.7685,0.7355,0.7635000000000001,0.8115000000000001,0.5055000000000001
50,0.7745,0.7815000000000001,0.3835,0.7335,0.6054999999999999,0.9735,0.4175,0.7224999999999999,0.1585,0.6034999999999999,0.9225000000000001
51,0.0835,0.9135,0.9735,0.4185,0.7815000000000001,0.7975000000000001,0.9525000000000001,0.9145000000000001,0.1015,0.9624999999999999,0.5045
52,0.0885,0.2485,0.8835,0.8594999999999999,0.41150000000000003,0.5905,0.47050000000000003,0.5745,0.2905,0.5485,0.2145
53,0.8015000000000001,0.9944999999999999,0.1525,0.20450000000000002,0.0785,0.41150000000000003,0.4585,0.0625,0.7995000000000001,0.9305000000000001,0.2225
54,0.6335,0.6025,0.9815,0.3235,0.14150000000000001,0.2945,0.6345000000000001,0.8705,0.5695000000000001,0.6085,0.6745000000000001
55,0.6415,0.7525,0.0905,0.0005,0.4665,0.4165,0.9764999999999999,0.0775,0.2305,0.3995,0.3825
56,0.2435,0.5715000000000001,0.3245,0.1785,0.1055,0.0585,0.6785000000000001,0.3005,0.5735000000000001,0.3695,0.0985
57,0.9455,0.6785000000000001,0.1095,0.7605,0.8454999999999999,0.9235,0.3705,0.6045,0.8245,0.1275,0.3185
58,0.7705,0.4185,0.17250000000000001,0.3925,0.2435,0.6725000000000001,0.6885000000000001,0.4415,0.8895,0.8574999999999999,0.0555
59,0.0085,0.8155000000000001,0.7095,0.4545,0.2515,0.2895,0.9075,0.40650000000000003,0.5994999999999999,0.8305,0.8765000000000001
60,0.2295,0.5195000000000001,0.7455,0.9775,0.34550000000000003,0.5854999999999999,0.11850000000000001,0.8465,0.6074999999999999,0.5335000000000001,0.4415
61,0.5145,0.1005,0.9245000000000001,0.0245,0.9995,0.0685,0.3325,0.7665,0.6194999999999999,0.009500000000000001,0.1485
62,0.3435,0.3325,0.2805,0.34650000000000003,0.7075,0.9525000000000001,0.5974999999999999,0.6475,0.7595000000000001,0.0785,0.6225
63,0.9095,0.6515,0.2645,0.1835,0.8305,0.5105,0.4925,0.1105,0.5255000000000001,0.7675000000000001,0.5245
64,0.8325,0.8915,0.4185,0.5774999999999999,0.8265,0.3415,0.1495,0.8434999999999999,0.2155,0.3055,0.6234999999999999
65,0.8975,0.5225,0.6535,0.2695,0.4945,0.5985,0.5295000000000001,0.6535,0.9864999999999999,0.3345,0.5305
66,0.6125,0.47350000000000003,0.0615,0.2115,0.1105,0.5925,0.4225,0.7344999999999999,0.6735,0.34950000000000003,0.4225
67,0.8955,0.8665,0.11750000000000001,0.2325,0.7565,0.0665,0.6315,0.2715,0.3825,0.3275,0.3655
68,0.3695,0.8394999999999999,0.8305,0.2505,0.2025,0.1155,0.6825000000000001,0.3605,0.40850000000000003,0.9804999999999999,0.5665
69,0.7044999999999999,0.6425000000000001,0.5255000000000001,0.5945,0.2335,0.1195,0.8714999999999999,0.7044999999999999,0.9165000000000001,0.0285,0.6765000000000001
70,0.4455,0.7725,0.6885000000000001,0.2675,0.1835,0.3195,0.3565,0.0555,0.3885,0.2655,0.5755000000000001
71,0.6425000000000001,0.3805,0.3285,0.4675,0.9644999999999999,0.4535,0.5135000000000001,0.9135,0.3785,0.6165,0.4995
72,0.0035,0.4845,0.7315,0.6535,0.7945,0.9345000000000001,0.7555000000000001,0.6355,0.3655,0.6365000000000001,0.0655
73,0.9305000000000001,0.5335000000000001,0.4925,0.3865,0.7645,0.0345,0.2275,0.1335,0.7355,0.2165,0.23650000000000002
74,0.7635000000000001,0.7304999999999999,0.4585,0.7304999999999999,0.3825,0.2595,0.9804999999999999,0.9395,0.5945,0.8845000000000001,0.4535
75,0.7495,0.4515,0.4235,0.34550000000000003,0.2275,0.7685,0.9095,0.8315000000000001,0.1395,0.7084999999999999,0.1805
76,0.4865,0.3885,0.3115,0.7585,0.1665,0.0805,0.9664999999999999,0.8235000000000001,0.9835,0.8725,0.17350000000000002
77,0.5245,0.8454999999999999,0.6935,0.0465,0.9435,0.2745,0.2705,0.052500000000000005,0.6105,0.8235000000000001,0.9775
78,0.8075000000000001,0.7015,0.5715000000000001,0.0505,0.8325,0.4625,0.2625,0.28750000000000003,0.3985,0.9155,0.6845000000000001
79,0.9015,0.8965000000000001,0.0645,0.9475,0.0995,0.4555,0.018500000000000003,0.0675,0.3705,0.5565,0.6065
80,0.4245,0.2625,0.1715,0.11750000000000001,0.9964999999999999,0.8185,0.0445,0.7595000000000001,0.2985,0.9475,0.9125000000000001
81,0.025500000000000002,0.0475,0.9055,0.7124999999999999,0.2105,0.3105,0.6525000000000001,0.2755,0.46950000000000003,0.3895,0.41350000000000003
82,0.2955,0.2415,0.1125,0.9095,0.0955,0.7705,0.7115,0.4365,0.9055,0.7665,0.5475000000000001
83,0.3165,0.9635,0.3755,0.0765,0.6715,0.0385,0.6535,0.9515,0.4585,0.6975,0.7175
84,0.3825,0.6935,0.0285,0.5405,0.8175000000000001,0.9255,0.1815,0.6034999999999999,0.5365,0.7384999999999999,0.8654999999999999
85,0.9495,0.1375,0.0925,0.9565000000000001,0.5894999999999999,0.8474999999999999,0.7475,0.4905,0.11750000000000001,0.3415,0.5565
86,0.9055,0.1125,0.47250000000000003,0.5255000000000001,0.3995,0.2155,0.0125,0.9455,0.6575,0.1565,0.3205
87,0.8394999999999999,0.7805,0.7304999999999999,0.7375,0.7805,0.5505,0.2905,0.1775,0.6214999999999999,0.8394999999999999,0.4425
88,0.0565,0.6905000000000001,0.5854999999999999,0.6995,0.5435000000000001,0.1385,0.8155000000000001,0.6295,0.5985,0.4505,0.5595000000000001
89,0.8205,0.5885,0.3825,0.8545,0.34950000000000003,0.6174999999999999,0.3665,0.5765,0.08650000000000001,0.1515,0.5195000000000001
90,0.6995,0.7404999999999999,0.1935,0.0125,0.5645,0.6675,0.2125,0.5814999999999999,0.6094999999999999,0.5834999999999999,0.4455
91,0.1135,0.9664999999999999,0.6345000000000001,0.0785,0.6705000000000001,0.9315,0.5675000000000001,0.8605,0.6565000000000001,0.4035,0.3955
92,0.9735,0.3675,0.6305000000000001,0.07250000000000001,0.5175000000000001,0.5345,0.5655000000000001,0.6995,0.2785,0.3905,0.3905
93,0.5525,0.0955,0.9145000000000001,0.2585,0.7275,0.2985,0.0985,0.47250000000000003,0.1225,0.9205000000000001,0.9285000000000001
94,0.6675,0.3095,0.0585,0.5365,0.9735,0.7124999999999999,0.5805,0.14350000000000002,0.9215,0.7375,0.3315
95,0.7075,0.7705,0.0315,0.7775000000000001,0.3705,0.7264999999999999,0.5645,0.7545,0.7224999999999999,0.7395,0.7745
96,0.9795,0.6835,0.8815,0.3695,0.4675,0.40750000000000003,0.6905000000000001,0.1765,0.7124999999999999,0.0625,0.7585
97,0.7775000000000001,0.6895,0.8554999999999999,0.2255,0.8925000000000001,0.2735,0.9724999999999999,0.1455,0.8945000000000001,0.10250000000000001,0.5415000000000001
98,0.3775,0.9015,0.6315,0.1905,0.9635,0.9025000000000001,0.2185,0.8205,0.2335,0.3305,0.3005
99,0.0545,0.5535000000000001,0.4905,0.7995000000000001,0.6805000000000001,0.5405,0.5735000000000001,0.47650000000000003,0.1375,0.6385000000000001,0.8705
100,0.8674999999999999,0.9655,0.14150000000000001,0.2485,0.1005,0.5145,0.5525,0.3985,0.8765000000000001,0.14450000000000002,0.9435
101,0.1525,0.9644999999999999,0.7005000000000001,0.9895,0.8965000000000001,0.34550000000000003,0.6975,0.4555,0.35050000000000003,0.5355000000000001,0.7605
102,0.4855,0.8095000000000001,0.9505000000000001,0.8085,0.0745,0.2175,0.9275,0.0015,0.0895,0.8755,0.0825
103,0.4835,0.9315,0.8235000000000001,0.6225,0.1785,0.0055,0.1385,0.4015,0.4645,0.0545,0.0035
104,0.4185,0.9345000000000001,0.6265000000000001,0.0905,0.6555,0.3845,0.036500000000000005,0.4955,0.1565,0.018500000000000003,0.6565000000000001
