,nTrends,nFunds,liq,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.7184999999999999,0.6915,0.3805,0.5015000000000001,0.6034999999999999,0.14150000000000001,0.5635000000000001,0.1715,0.3855,0.6845000000000001
1,0.5215000000000001,0.7965,0.2965,0.5605,0.9315,0.4255,0.4195,0.3145,0.8245,0.1145
2,0.3895,0.1395,0.8805000000000001,0.5685,0.5854999999999999,0.2275,0.8915,0.1015,0.8895,0.8925000000000001
3,0.4315,0.8115000000000001,0.7715000000000001,0.4205,0.8315000000000001,0.0955,0.9775,0.0485,0.9644999999999999,0.4825
4,0.1585,0.7525,0.1305,0.8835,0.6885000000000001,0.6585000000000001,0.20750000000000002,0.9915,0.6094999999999999,0.6665000000000001
5,0.8474999999999999,0.3095,0.9944999999999999,0.3015,0.6255,0.47650000000000003,0.2945,0.9065000000000001,0.9684999999999999,0.6945000000000001
6,0.2265,0.9175,0.7364999999999999,0.8925000000000001,0.8694999999999999,0.0445,0.9815,0.7095,0.8775,0.0645
7,0.1535,0.0645,0.6575,0.4625,0.0045000000000000005,0.4685,0.2005,0.6575,0.5505,0.47750000000000004
8,0.026500000000000003,0.4585,0.5725,0.10350000000000001,0.8135000000000001,0.5994999999999999,0.3825,0.8055000000000001,0.4345,0.7725
9,0.41450000000000004,0.0055,0.0855,0.28750000000000003,0.9215,0.8825000000000001,0.7635000000000001,0.1325,0.1645,0.5475000000000001
10,0.1345,0.4335,0.8245,0.3955,0.5535000000000001,0.1195,0.1715,0.4515,0.3645,0.7164999999999999
11,0.40950000000000003,0.1975,0.2985,0.5854999999999999,0.0545,0.6645000000000001,0.41150000000000003,0.7995000000000001,0.4195,0.6355
12,0.6065,0.7335,0.5295000000000001,0.28150000000000003,0.7815000000000001,0.7064999999999999,0.6505000000000001,0.2765,0.5125,0.5095000000000001
13,0.5505,0.0565,0.0605,0.5705,0.5665,0.0815,0.3705,0.9475,0.7935000000000001,0.0445
14,0.2105,0.1485,0.1125,0.20550000000000002,0.0905,0.7885,0.6905000000000001,0.7565,0.23850000000000002,0.0565
15,0.7865,0.4995,0.035500000000000004,0.28250000000000003,0.5834999999999999,0.1945,0.5215000000000001,0.0075,0.8015000000000001,0.3075
