,nTrends,nFunds,liq,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.2095,0.47550000000000003,0.4545,0.7055,0.3985,0.006500000000000001,0.5135000000000001,0.2985,0.4055,0.9205000000000001
1,0.8765000000000001,0.7985,0.7095,0.0905,0.10350000000000001,0.5025,0.7244999999999999,0.6405000000000001,0.2935,0.8235000000000001
2,0.7495,0.7284999999999999,0.6165,0.9555,0.8425,0.4935,0.9964999999999999,0.009500000000000001,0.2175,0.28750000000000003
3,0.9355,0.7855000000000001,0.5965,0.1615,0.3435,0.8405,0.9305000000000001,0.5605,0.6505000000000001,0.5255000000000001
4,0.5645,0.4995,0.9305000000000001,0.5135000000000001,0.3065,0.4825,0.0835,0.052500000000000005,0.5065,0.6425000000000001
5,0.1265,0.9984999999999999,0.3275,0.5285,0.9485000000000001,0.4575,0.7424999999999999,0.5485,0.7324999999999999,0.3675
6,0.1135,0.1065,0.1115,0.0495,0.6645000000000001,0.8275000000000001,0.0685,0.5974999999999999,0.7335,0.9465000000000001
7,0.1075,0.3165,0.5874999999999999,0.0125,0.6415,0.6705000000000001,0.0605,0.0615,0.0325,0.8215000000000001
8,0.9305000000000001,0.3735,0.0645,0.1505,0.5515000000000001,0.2285,0.6925000000000001,0.34450000000000003,0.4945,0.9535
9,0.2155,0.3645,0.4855,0.8935,0.6955,0.1395,0.4505,0.2675,0.4395,0.5615000000000001
10,0.7304999999999999,0.3985,0.1365,0.6505000000000001,0.035500000000000004,0.3935,0.4935,0.3065,0.6855,0.7555000000000001
11,0.6595,0.5954999999999999,0.2725,0.34550000000000003,0.8625,0.9365000000000001,0.7985,0.0535,0.0805,0.2755
12,0.0415,0.4625,0.9415,0.8315000000000001,0.23850000000000002,0.34850000000000003,0.3975,0.9125000000000001,0.41150000000000003,0.9545000000000001
13,0.3045,0.7164999999999999,0.7575000000000001,0.7324999999999999,0.1865,0.7384999999999999,0.3655,0.3885,0.0345,0.8045
14,0.1655,0.9315,0.4495,0.8605,0.2685,0.5085,0.7675000000000001,0.6145,0.8795,0.5805
15,0.8905000000000001,0.6285000000000001,0.0985,0.4985,0.7875000000000001,0.3115,0.6545000000000001,0.1595,0.4835,0.8434999999999999
16,0.6425000000000001,0.47450000000000003,0.7615000000000001,0.6114999999999999,0.4815,0.8035000000000001,0.6275,0.20650000000000002,0.7164999999999999,0.0235
17,0.4465,0.8705,0.5925,0.23750000000000002,0.17450000000000002,0.7585,0.3235,0.9844999999999999,0.5925,0.1785
18,0.8885000000000001,0.7725,0.28450000000000003,0.9255,0.6134999999999999,0.4895,0.40850000000000003,0.3815,0.4895,0.1775
19,0.3985,0.1585,0.4035,0.7755000000000001,0.4635,0.47750000000000004,0.0415,0.0295,0.9495,0.1165
20,0.1335,0.0605,0.1945,0.7525,0.4375,0.5165,0.8745,0.4195,0.1395,0.6515
21,0.2105,0.9624999999999999,0.5655000000000001,0.1835,0.6045,0.4405,0.6855,0.8494999999999999,0.7515000000000001,0.2475
22,0.47950000000000004,0.2135,0.051500000000000004,0.5774999999999999,0.0075,0.2095,0.4925,0.5225,0.6234999999999999,0.40850000000000003
23,0.3545,0.28450000000000003,0.6655,0.47350000000000003,0.7484999999999999,0.2115,0.9375,0.9095,0.8955,0.7795000000000001
24,0.0285,0.3885,0.6775,0.6405000000000001,0.6885000000000001,0.9844999999999999,0.6365000000000001,0.7845,0.6285000000000001,0.8795
25,0.5625,0.5945,0.2395,0.9855,0.7825,0.0495,0.47150000000000003,0.6645000000000001,0.4905,0.5865
26,0.018500000000000003,0.9545000000000001,0.018500000000000003,0.0635,0.2165,0.3395,0.4185,0.0635,0.9775,0.1975
27,0.0275,0.2395,0.6145,0.6485000000000001,0.9565000000000001,0.3005,0.3755,0.4605,0.6635,0.6475
28,0.6555,0.7215,0.1815,0.9305000000000001,0.6765000000000001,0.0595,0.9095,0.6865000000000001,0.9385000000000001,0.28250000000000003
29,0.3675,0.6265000000000001,0.9245000000000001,0.17250000000000001,0.8454999999999999,0.2925,0.7264999999999999,0.6315,0.5015000000000001,0.0945
30,0.40850000000000003,0.9355,0.5085,0.1925,0.2105,0.0245,0.4435,0.7885,0.9405000000000001,0.6585000000000001
31,0.5175000000000001,0.8995,0.2245,0.4165,0.1235,0.2695,0.9824999999999999,0.9755,0.8634999999999999,0.07050000000000001
32,0.9875,0.2905,0.6205,0.4255,0.4315,0.1915,0.3545,0.0665,0.9624999999999999,0.5055000000000001
33,0.4045,0.1555,0.5525,0.5455000000000001,0.2545,0.8155000000000001,0.8725,0.9575,0.34450000000000003,0.051500000000000004
34,0.6935,0.5535000000000001,0.0805,0.8325,0.0925,0.8645,0.5185,0.8385,0.6165,0.9415
35,0.6114999999999999,0.7455,0.47050000000000003,0.6625000000000001,0.08650000000000001,0.0565,0.1945,0.3645,0.9345000000000001,0.8425
36,0.9065000000000001,0.4175,0.1405,0.7615000000000001,0.8975,0.1615,0.8955,0.2625,0.3735,0.3565
37,0.9744999999999999,0.6335,0.2895,0.9924999999999999,0.6365000000000001,0.1865,0.014499999999999999,0.5845,0.8295000000000001,0.2155
38,0.3135,0.3765,0.4635,0.5245,0.6105,0.28350000000000003,0.7685,0.9944999999999999,0.6525000000000001,0.6845000000000001
39,0.8985000000000001,0.5115000000000001,0.6285000000000001,0.8545,0.9795,0.5765,0.1875,0.4985,0.4525,0.2955
40,0.6405000000000001,0.8494999999999999,0.4345,0.2125,0.0045000000000000005,0.2955,0.5675000000000001,0.35150000000000003,0.8505,0.5475000000000001
41,0.1515,0.47650000000000003,0.4475,0.7075,0.9555,0.5295000000000001,0.1695,0.4295,0.2645,0.9744999999999999
42,0.6635,0.3825,0.5105,0.6785000000000001,0.5105,0.3305,0.6505000000000001,0.9795,0.0915,0.4905
43,0.5954999999999999,0.9445000000000001,0.6234999999999999,0.9425000000000001,0.8725,0.6965000000000001,0.0315,0.2135,0.8414999999999999,0.1085
44,0.4895,0.5345,0.2195,0.5155000000000001,0.7364999999999999,0.1205,0.2125,0.6034999999999999,0.5285,0.6085
