,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.5245,0.0635,0.9075,0.3705,0.4445,0.8995,0.8694999999999999,0.7705,0.9065000000000001,0.6165,0.8305
1,0.1165,0.3665,0.8915,0.0245,0.3865,0.2145,0.3615,0.6655,0.8265,0.3625,0.3155
2,0.5785,0.5065,0.1135,0.6685000000000001,0.2005,0.8005,0.1885,0.6014999999999999,0.0755,0.4635,0.2455
3,0.9025000000000001,0.5755000000000001,0.0205,0.0295,0.1135,0.1845,0.2965,0.8634999999999999,0.9275,0.7395,0.8155000000000001
4,0.7925,0.7275,0.4495,0.9515,0.3085,0.9984999999999999,0.17450000000000002,0.9964999999999999,0.3005,0.3335,0.7895000000000001
5,0.1055,0.07050000000000001,0.6795,0.5885,0.8025,0.6755,0.6805000000000001,0.2525,0.7284999999999999,0.1295,0.1055
6,0.4555,0.8215000000000001,0.8545,0.5965,0.3705,0.8205,0.6025,0.3845,0.6635,0.7384999999999999,0.8235000000000001
7,0.7264999999999999,0.6955,0.4165,0.014499999999999999,0.7705,0.2475,0.47450000000000003,0.7224999999999999,0.7215,0.7424999999999999,0.8434999999999999
8,0.0655,0.4435,0.7335,0.2465,0.9445000000000001,0.0665,0.6565000000000001,0.3835,0.2775,0.7955000000000001,0.5615000000000001
9,0.3275,0.9215,0.2755,0.1575,0.052500000000000005,0.8534999999999999,0.1645,0.4905,0.3115,0.6655,0.6665000000000001
10,0.7235,0.9884999999999999,0.5515000000000001,0.9175,0.8905000000000001,0.9045000000000001,0.6045,0.4255,0.3735,0.7315,0.2575
11,0.7845,0.0465,0.6405000000000001,0.0955,0.0565,0.4245,0.1985,0.7755000000000001,0.8525,0.4545,0.8905000000000001
12,0.7064999999999999,0.0685,0.23850000000000002,0.3315,0.7324999999999999,0.7675000000000001,0.47050000000000003,0.5805,0.4345,0.8714999999999999,0.6765000000000001
13,0.4685,0.8905000000000001,0.1065,0.3865,0.6735,0.3545,0.0445,0.9255,0.47250000000000003,0.9385000000000001,0.11850000000000001
14,0.5205,0.41550000000000004,0.5115000000000001,0.8105,0.47250000000000003,0.3595,0.5874999999999999,0.6665000000000001,0.2755,0.1245,0.34850000000000003
15,0.0035,0.5435000000000001,0.7655000000000001,0.7825,0.8565,0.9005000000000001,0.5985,0.6365000000000001,0.6765000000000001,0.1275,0.8665
16,0.0765,0.7095,0.6605000000000001,0.1245,0.4385,0.5945,0.4425,0.7235,0.8765000000000001,0.1615,0.5954999999999999
