,nTrends,nFunds,liq,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset
0,0.1295,0.5865,0.2765,0.9075,0.35050000000000003,0.1785,0.0495,0.5335000000000001,0.0675,0.9435
1,0.7525,0.3685,0.5415000000000001,0.4615,0.7875000000000001,0.6415,0.40850000000000003,0.6545000000000001,0.0235,0.2495
2,0.006500000000000001,0.4965,0.1805,0.0235,0.8895,0.2485,0.1295,0.6825000000000001,0.010499999999999999,0.4935
3,0.2445,0.1985,0.8845000000000001,0.9855,0.5615000000000001,0.1825,0.3395,0.8414999999999999,0.6285000000000001,0.1295
4,0.5035000000000001,0.5415000000000001,0.9395,0.5715000000000001,0.1365,0.7935000000000001,0.0455,0.9964999999999999,0.9855,0.5745
5,0.1525,0.8875,0.2925,0.1365,0.6795,0.5645,0.1815,0.6485000000000001,0.6885000000000001,0.7015
6,0.1685,0.34850000000000003,0.4045,0.3945,0.2485,0.7395,0.0085,0.1465,0.9615,0.6525000000000001
7,0.5165,0.6355,0.3875,0.2565,0.2525,0.4475,0.6145,0.8035000000000001,0.9205000000000001,0.9944999999999999
8,0.2295,0.0875,0.6335,0.0935,0.8945000000000001,0.0455,0.8454999999999999,0.2665,0.9285000000000001,0.0585
9,0.6445000000000001,0.7805,0.6625000000000001,0.0985,0.1825,0.5175000000000001,0.6515,0.08650000000000001,0.4845,0.3235
10,0.7475,0.9085000000000001,0.0885,0.9455,0.5834999999999999,0.9235,0.5485,0.1905,0.3725,0.9065000000000001
11,0.4425,0.5974999999999999,0.5495000000000001,0.7184999999999999,0.4465,0.7665,0.3985,0.2405,0.9495,0.6625000000000001
12,0.2415,0.6485000000000001,0.4575,0.7025000000000001,0.1385,0.7264999999999999,0.7705,0.6925000000000001,0.2555,0.5545
13,0.026500000000000003,0.2545,0.3675,0.5785,0.6245,0.28150000000000003,0.8255000000000001,0.0275,0.7344999999999999,0.6665000000000001
14,0.7315,0.9895,0.41050000000000003,0.47650000000000003,0.3155,0.7015,0.8205,0.8494999999999999,0.7424999999999999,0.3815
15,0.9365000000000001,0.9904999999999999,0.35150000000000003,0.6425000000000001,0.2295,0.9835,0.0775,0.2745,0.9884999999999999,0.0805
16,0.2225,0.1405,0.8035000000000001,0.6445000000000001,0.8625,0.47550000000000003,0.6885000000000001,0.4915,0.0075,0.2555
17,0.0165,0.0315,0.6905000000000001,0.0225,0.3245,0.9595,0.4175,0.5774999999999999,0.4465,0.6085
18,0.4395,0.3385,0.2575,0.3675,0.4815,0.7275,0.6745000000000001,0.1565,0.5845,0.6355
19,0.9655,0.8665,0.3805,0.40750000000000003,0.5794999999999999,0.3225,0.0605,0.3925,0.7464999999999999,0.10450000000000001
20,0.3165,0.4875,0.4585,0.4015,0.8935,0.1685,0.9305000000000001,0.4335,0.2295,0.8714999999999999
21,0.1335,0.34950000000000003,0.5355000000000001,0.8345,0.5115000000000001,0.6685000000000001,0.5295000000000001,0.5245,0.1615,0.23850000000000002
22,0.0975,0.3135,0.8614999999999999,0.2435,0.2595,0.5805,0.052500000000000005,0.8755,0.4805,0.7215
23,0.2435,0.6315,0.1135,0.0475,0.7915000000000001,0.3865,0.2395,0.14150000000000001,0.6265000000000001,0.1955
24,0.0835,0.1215,0.8714999999999999,0.3665,0.1615,0.40650000000000003,0.7695000000000001,0.4385,0.7685,0.9255
25,0.0635,0.7955000000000001,0.6415,0.8795,0.28750000000000003,0.5745,0.9975,0.0935,0.6185,0.2335
26,0.0965,0.7775000000000001,0.1075,0.1235,0.3575,0.0295,0.1455,0.8865000000000001,0.1915,0.3305
27,0.6705000000000001,0.8594999999999999,0.3775,0.0495,0.9505000000000001,0.3535,0.8685,0.8825000000000001,0.8755,0.2235
28,0.5395000000000001,0.4685,0.5665,0.6895,0.8554999999999999,0.5355000000000001,0.4525,0.1845,0.6375,0.2175
29,0.47650000000000003,0.9975,0.7595000000000001,0.5545,0.3255,0.20550000000000002,0.1795,0.0795,0.6595,0.5405
30,0.0605,0.0125,0.2135,0.7324999999999999,0.7404999999999999,0.9195,0.2995,0.1165,0.8785000000000001,0.1495
31,0.6005,0.0575,0.4615,0.4995,0.6325000000000001,0.5255000000000001,0.3815,0.6034999999999999,0.6395,0.5225
32,0.4885,0.9475,0.5785,0.6194999999999999,0.9445000000000001,0.5914999999999999,0.2525,0.7975000000000001,0.7565,0.0605
33,0.4655,0.5025,0.1275,0.5485,0.28650000000000003,0.2515,0.1685,0.7535000000000001,0.3805,0.2115
34,0.2805,0.8445,0.0955,0.07150000000000001,0.7335,0.1705,0.4495,0.2975,0.1965,0.2695
35,0.4585,0.5125,0.0535,0.4405,0.6105,0.1515,0.4835,0.6515,0.9035,0.2605
36,0.7585,0.8325,0.3895,0.1245,0.7264999999999999,0.9824999999999999,0.8755,0.6305000000000001,0.1205,0.1545
37,0.2765,0.2175,0.6835,0.2885,0.8454999999999999,0.3345,0.0545,0.8915,0.4615,0.009500000000000001
38,0.6295,0.3795,0.7244999999999999,0.8394999999999999,0.4575,0.9744999999999999,0.2135,0.4275,0.0485,0.0215
